week,team,position,player,team_defense_frec,team_defense_safe,team_puntret_tds,team_points_allowed,team_kickret_tds,team_defense_tds,team_defense_int,team_defense_sk,team_defense_two_pt_return,defense_two_pt_return,kicking_fgm_yds,kicking_xpmade,rushing_yds,rushing_tds,rushing_twoptm,receiving_tds,receiving_rec,receiving_yds,fumbles_lost,receiving_twoptm,passing_yds,passing_tds,passing_twoptm,passing_ints,defense_fgblk,defense_puntblk
11.0,BAL,CB,B.Carr,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,WR,J.Nelson,,,,,,,,,,0.0,,,,,,0.0,2.0,24.0,,0.0,,,,,,
11.0,BAL,OLB,T.Suggs,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,DB,E.Weddle,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,RB,J.Williams,,,,,,,,,,0.0,,,57.0,0.0,0.0,0.0,4.0,38.0,,0.0,,,,,,
11.0,GB,WR,D.Adams,,,,,,,,,,0.0,,,,,,0.0,8.0,126.0,,0.0,,,,,,
11.0,BAL,CB,J.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,WR,R.Cobb,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,3.0,34.0,,0.0,,,,,,
11.0,BAL,WR,M.Wallace,,,,,,,,,,0.0,,,,,,1.0,4.0,56.0,,0.0,,,,,,
11.0,BAL,QB,J.Flacco,,,,,,,,,,0.0,,,-1.0,0.0,0.0,,,,,,183.0,1.0,0.0,1.0,,
11.0,GB,DEF,J.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,DE,D.Lowry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,RB,A.Collins,,,,,,,,,,0.0,,,49.0,1.0,0.0,0.0,4.0,22.0,0.0,0.0,,,,,,
11.0,GB,CB,D.House,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,WR,J.Maclin,,,,,,,,,,0.0,,,,,,0.0,4.0,34.0,,0.0,,,,,,
11.0,GB,ILB,J.Ryan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,RB,D.Woodhead,,,,,,,,,,0.0,,,2.0,0.0,0.0,0.0,5.0,21.0,,0.0,,,,,,
11.0,GB,ILB,B.Martinez,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,OLB,K.Fackrell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,OG,R.Jensen,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
11.0,GB,CB,D.Randall,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,ILB,C.Matthews,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,P,S.Koch,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,ILB,C.Mosley,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
11.0,BAL,SS,T.Jefferson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,DEF,P.Onwuasor,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
11.0,GB,TE,L.Kendricks,,,,,,,,,,0.0,,,,,,0.0,1.0,5.0,,0.0,,,,,,
11.0,BAL,LB,Z.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,FS,H.Clinton-Dix,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,RB,J.Allen,,,,,,,,,,0.0,,,8.0,0.0,0.0,0.0,1.0,9.0,,0.0,,,,,,
11.0,BAL,TE,N.Boyle,,,,,,,,,,0.0,,,,,,0.0,1.0,2.0,,0.0,,,,,,
11.0,BAL,LB,M.Judon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,FB,A.Ripkowski,,,,,,,,,,0.0,,,,,,0.0,1.0,6.0,,0.0,,,,,,
11.0,BAL,DT,W.Henry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,DT,M.Pierce,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,DEF,T.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,RB,D.Mays,,,,,,,,,,0.0,,,-1.0,0.0,0.0,,,,1.0,,,,,,,
11.0,GB,,J.Evans,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,OLB,N.Perry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,WR,M.Campanaro,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,P,J.Vogel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,DB,M.Evans,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,DEF,M.Humphrey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,WR,T.Bowser,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,,J.Whitehead,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,K,M.Crosby,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,WR,C.Moore,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,TE,B.Watson,,,,,,,,,,0.0,,,,,,0.0,1.0,33.0,,0.0,,,,,,
11.0,GB,NT,K.Clark,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,DE,C.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,OLB,A.Brooks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,DE,Q.Dial,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,,V.Mayle,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,TE,M.Williams,,,,,,,,,,0.0,,,,,,0.0,2.0,6.0,,0.0,,,,,,
11.0,BAL,CB,M.Canady,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,TE,R.Rodgers,,,,,,,,,,0.0,,,,,,0.0,1.0,3.0,,0.0,,,,,,
11.0,BAL,CB,A.Levine Sr.,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,DE,M.Daniels,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,LB,K.Correa,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,BAL,C,L.Bowanko,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,DEF,V.Biegel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,GB,WR,G.Allison,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
11.0,GB,OT,J.Spriggs,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
11.0,GB,WR,J.Kerridge,,,,,,,,,,0.0,,,,,,0.0,1.0,3.0,,0.0,,,,,,
11.0,HOU,K,K.Fairbairn,,,,,,,,,,0.0,34.0,4.0,,,,,,,,,,,,,,
11.0,HOU,ILB,B.McKinney,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,RB,A.Peterson,,,,,,,,,,0.0,,,26.0,0.0,0.0,0.0,1.0,13.0,,0.0,,,,,,
11.0,ARI,WR,J.Brown,,,,,,,,,,0.0,,,,,,0.0,3.0,18.0,,0.0,,,,,,
11.0,HOU,CB,J.Joseph,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,QB,B.Gabbert,,,,,,,,,,0.0,,,13.0,0.0,0.0,,,,0.0,,257.0,3.0,0.0,2.0,,
11.0,ARI,WR,L.Fitzgerald,,,,,,,,,,0.0,,,,,,1.0,9.0,91.0,,0.0,,,,,,
11.0,HOU,OLB,J.Jenkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,CB,K.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,WR,R.Seals-Jones,,,,,,,,,,0.0,,,,,,2.0,3.0,54.0,,0.0,,,,,,
11.0,HOU,OLB,J.Clowney,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,DB,E.Pleasant,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,P,A.Lee,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,T,C.Clark,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,DEF,B.Baker,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
11.0,ARI,SS,A.Bethea,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,WR,D.Hopkins,,,,,,,,,,0.0,,,,,,1.0,4.0,76.0,,0.0,,,,,,
11.0,HOU,QB,T.Savage,,,,,,,,,,0.0,,,3.0,0.0,0.0,,,,1.0,,230.0,2.0,0.0,1.0,,
11.0,HOU,RB,L.Miller,,,,,,,,,,0.0,,,61.0,0.0,0.0,1.0,4.0,22.0,0.0,0.0,,,,,,
11.0,ARI,OLB,D.Bucannon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,FS,T.Mathieu,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,OT,O.Pierre,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,WR,B.Miller,,,,,,,,,,0.0,,,,,,0.0,2.0,14.0,,0.0,,,,,,
11.0,ARI,,K.Williams,,,,,,,,,,0.0,,,9.0,0.0,0.0,0.0,1.0,9.0,,0.0,,,,,,
11.0,HOU,P,S.Lechler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,FS,A.Hal,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,WR,J.Nelson,,,,,,,,,,0.0,,,,,,0.0,1.0,14.0,,0.0,,,,,,
11.0,HOU,WR,B.Ellington,,,,,,,,,,0.0,,,5.0,0.0,0.0,0.0,6.0,63.0,0.0,0.0,,,,,,
11.0,HOU,TE,C.Fiedorowicz,,,,,,,,,,0.0,,,,,,0.0,2.0,18.0,,0.0,,,,,,
11.0,ARI,LB,K.Martin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,DT,X.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,RB,D.Foreman,,,,,,,,,,0.0,,,65.0,2.0,0.0,0.0,3.0,15.0,0.0,0.0,,,,,,
11.0,ARI,CB,T.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,LB,C.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,LB,K.Dansby,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,DE,F.Rucker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,FS,K.Drummond,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,TE,J.Gresham,,,,,,,,,,0.0,,,,,,0.0,1.0,10.0,,0.0,,,,,,
11.0,HOU,LB,B.Scarlett,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,DT,J.Heath,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,DEF,Z.Cunningham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,DEF,U.Kamalu,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,WR,Ja.Brown,,,,,,,,,,0.0,,,,,,0.0,1.0,22.0,,0.0,,,,,,
11.0,ARI,LS,J.Drescher,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,K,P.Dawson,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,
11.0,HOU,WR,C.Thompson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,FS,M.Gilchrist,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,,B.Golden,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,NT,R.Gunter,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,CB,P.Peterson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,TE,S.Anderson,,,,,,,,,,0.0,,,,,,0.0,1.0,22.0,,0.0,,,,,,
11.0,HOU,,B.Dunn,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,DT,R.Nkemdiche,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,DEF,H.Reddick,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,DEF,R. Ford,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,LB,B.Peters,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,RB,D.Foster,,,,,,,,,,0.0,,,,,,0.0,2.0,26.0,,0.0,,,,,,
11.0,HOU,CB,K.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,WR,T.Decoud,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,OLB,B.Heeney,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,CB,J.Bethel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,NT,D.Reader,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,HOU,CB,M.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,OT,J.Wetzel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,ARI,C,A.Shipley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,,K.Forbath,,,,,,,,,,0.0,39.0,3.0,,,,,,,,,,,,,,
11.0,LA,QB,J.Goff,,,,,,,,,,0.0,,,8.0,0.0,0.0,,,,,,225.0,0.0,0.0,0.0,,
11.0,MIN,CB,X.Rhodes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,WR,S.Watkins,,,,,,,,,,0.0,,,,,,0.0,3.0,36.0,,0.0,,,,,,
11.0,LA,TE,T.Higbee,,,,,,,,,,0.0,,,,,,0.0,1.0,5.0,,0.0,,,,,,
11.0,LA,WR,R.Woods,,,,,,,,,,0.0,,,,,,0.0,8.0,81.0,,0.0,,,,,,
11.0,MIN,SS,A.Harris,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
11.0,MIN,DT,L.Joseph,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,RB,T.Gurley,,,,,,,,,,0.0,,,37.0,1.0,0.0,0.0,3.0,19.0,,0.0,,,,,,
11.0,MIN,MLB,E.Kendricks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,DE,E.Griffen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,WR,C.Kupp,,,,,,,,,,0.0,,,,,,0.0,6.0,64.0,1.0,0.0,,,,,,
11.0,MIN,CB,M.Alexander,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,K,G.Zuerlein,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,
11.0,LA,OLB,M.Barron,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,DT,M.Brockers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,RB,L.Murray,,,,,,,,,,0.0,,,95.0,2.0,0.0,0.0,1.0,1.0,,0.0,,,,,,
11.0,MIN,QB,C.Keenum,,,,,,,,,,0.0,,,20.0,0.0,0.0,,,,,,280.0,1.0,0.0,0.0,,
11.0,MIN,TE,D.Morgan,,,,,,,,,,0.0,,,,,,0.0,1.0,5.0,,0.0,,,,,,
11.0,MIN,RB,J.McKinnon,,,,,,,,,,0.0,,,48.0,0.0,0.0,0.0,5.0,12.0,,0.0,,,,,,
11.0,LA,DEF,J.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,DT,A.Donald,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,CB,K.Webster,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,WR,S.Diggs,,,,,,,,,,0.0,,,,,,0.0,4.0,32.0,,0.0,,,,,,
11.0,MIN,WR,A.Thielen,,,,,,,,,,0.0,,,,,,1.0,6.0,123.0,,0.0,,,,,,
11.0,LA,CB,T.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,RB,C.Ham,,,,,,,,,,0.0,,,8.0,0.0,0.0,,,,,,,,,,,
11.0,LA,OLB,A.Ogletree,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,DB,N.Robey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,WR,L.Treadwell,,,,,,,,,,0.0,,,,,,0.0,2.0,10.0,,0.0,,,,,,
11.0,MIN,,R.Quigley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,WR,P.Cooper,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,DE,D.Hunter,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,CB,M.Sherels,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,P,J.Hekker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,DEF,S.Ebukam,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,DE,R.Quinn,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,TE,K.Rudolph,,,,,,,,,,0.0,,,,,,0.0,5.0,58.0,,0.0,,,,,,
11.0,MIN,CB,T.Newman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,CB,T.Waynes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,DT,E.Westbrooks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,CB,L.Joyner,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,OLB,A.Barr,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,DEF,S.Weatherly,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,DT,T.Walker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,DEF,B.Countess,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,DB,M.Christian,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,OLB,C.Barwin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,DEF,E.Wilson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,DT,T.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,WR,J.Wright,,,,,,,,,,0.0,,,,,,0.0,1.0,23.0,,0.0,,,,,,
11.0,MIN,WR,M.Floyd,,,,,,,,,,0.0,,,,,,0.0,2.0,16.0,,0.0,,,,,,
11.0,MIN,DT,S.Stephen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,DEF,D.Hatfield,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,SAF,J.Kearse,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,FS,H.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,CB,T.Brock,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,LB,E.Lamur,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,LA,WR,M.Thomas,,,,,,,,,,0.0,,,,,,0.0,1.0,12.0,,0.0,,,,,,
11.0,LA,WR,G.Everett,,,,,,,,,,0.0,,,,,,0.0,1.0,8.0,,0.0,,,,,,
11.0,LA,WR,J.Reynolds,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,MIN,DEF,T.Bower,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,K,N.Rose,,,,,,,,,,0.0,38.0,4.0,,,,,,,,,,,,,,
11.0,NO,RB,M.Ingram,,,,,,,,,,0.0,,,134.0,1.0,0.0,0.0,3.0,21.0,,0.0,,,,,,
11.0,WAS,OLB,R.Kerrigan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,TE,J.Hill,,,,,,,,,,0.0,,,-8.0,0.0,0.0,1.0,1.0,3.0,,0.0,,,,,,
11.0,NO,QB,D.Brees,,,,,,,,,,0.0,,,2.0,0.0,0.0,,,,,,385.0,2.0,0.0,1.0,,
11.0,NO,WR,M.Thomas,,,,,,,,,,0.0,,,,,,0.0,6.0,91.0,,0.0,,,,,,
11.0,WAS,DB,D.Swearinger,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,OLB,A.Okafor,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,RB,S.Perine,,,,,,,,,,0.0,,,117.0,1.0,0.0,0.0,1.0,9.0,,0.0,,,,,,
11.0,NO,OLB,M.Mauti,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,WR,J.Doctson,,,,,,,,,,0.0,,,,,,0.0,4.0,81.0,,0.0,,,,,,
11.0,WAS,QB,K.Cousins,,,,,,,,,,0.0,,,11.0,0.0,0.0,,,,0.0,,322.0,3.0,0.0,0.0,,
11.0,NO,DEF,M.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,DT,S.Rankins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,TE,V.Davis,,,,,,,,,,0.0,,,,,,0.0,3.0,67.0,,0.0,,,,,,
11.0,NO,WR,M.Lattimore,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,WR,W.Snead,,,,,,,,,,0.0,,,,,,0.0,1.0,12.0,,0.0,,,,,,
11.0,WAS,,Z.Vigil,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,WR,A.Kamara,,,,,,,,,,0.0,,,42.0,0.0,1.0,1.0,6.0,74.0,,0.0,,,,,,
11.0,WAS,DEF,M.Nicholson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,LB,P.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,DB,J.Norman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,WR,T.Ginn,,,,,,,,,,0.0,,,-12.0,0.0,0.0,0.0,6.0,87.0,,0.0,,,,,,
11.0,WAS,DE,A.Lanier,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,LB,Z.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,K,W.Lutz,,,,,,,,,,0.0,151.0,2.0,,,,,,,,,,,,,,
11.0,NO,DEF,T.Hendrickson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,CB,K.Crawley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,ILB,M.Te'o,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,FS,V.Bell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,CB,P.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,RB,C.Thompson,,,,,,,,,,0.0,,,17.0,0.0,0.0,1.0,1.0,16.0,,0.0,,,,,,
11.0,NO,WR,T.Lewis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,CB,B.Breeland,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,CB,K.Fuller,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,CB,D.Harris,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,TE,N.Paul,,,,,,,,,,0.0,,,5.0,0.0,0.0,0.0,2.0,11.0,,0.0,,,,,,
11.0,NO,DT,D.Onyemata,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,DE,C.Jordan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,OLB,M.Spaight,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,DE,E.Hood,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,FB,Z.Line,,,,,,,,,,0.0,,,2.0,0.0,0.0,,,,,,,,,,,
11.0,NO,WR,B.Coleman,,,,,,,,,,0.0,,,,,,0.0,1.0,6.0,,0.0,,,,,,
11.0,WAS,DEF,R.Anderson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,P,T.Morstead,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,WR,J.Crowder,,,,,,,,,,0.0,,,4.0,0.0,0.0,0.0,7.0,72.0,,0.0,,,,,,
11.0,WAS,G,S.Lauvao,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,DT,T.Davison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,LB,C.Robertson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,DT,S.McGee,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,P,T.Way,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,SS,D.Hall,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,,J.Galette,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,WR,R.Grant,,,,,,,,,,0.0,,,,,,1.0,3.0,59.0,,0.0,,,,,,
11.0,NO,DB,R.Bush,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,DEF,J.Holsey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,WR,M.Ioannidis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NO,TE,M.Hoomanawanui,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,DEF,J.Harvey-Clemons,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,WAS,T,M.Moses,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
11.0,WAS,RB,B.Marshall,,,,,,,,,,0.0,,,2.0,0.0,0.0,,,,,,,,,,,
11.0,WAS,WR,J.Sprinkle,,,,,,,,,,0.0,,,,,,1.0,1.0,7.0,,0.0,,,,,,
11.0,NO,TE,C.Fleener,,,,,,,,,,0.0,,,,,,0.0,5.0,91.0,,0.0,,,,,,
11.0,NO,T,T.Armstead,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NYG,K,A.Rosas,,,,,,,,,,0.0,49.0,0.0,,,,,,,,,,,,,,
11.0,KC,,A.Hunt,,,,,,,,,,0.0,,,3.0,0.0,0.0,,,,,,,,,,,
11.0,NYG,DEF,S.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NYG,RB,W.Gallman,,,,,,,,,,0.0,,,19.0,0.0,0.0,0.0,1.0,3.0,,0.0,,,,,,
11.0,KC,TE,T.Kelce,,,,,,,,,,0.0,,,,,,0.0,8.0,109.0,,0.0,0.0,0.0,0.0,1.0,,
11.0,NYG,DB,R.Cockrell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,KC,QB,A.Smith,,,,,,,,,,0.0,,,27.0,0.0,0.0,,,,,,230.0,0.0,0.0,2.0,,
11.0,NYG,DEF,C.Munson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,KC,WR,T.Hill,,,,,,,,,,0.0,,,16.0,0.0,0.0,0.0,7.0,68.0,,0.0,,,,,,
11.0,NYG,DT,D.Harrison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
11.0,NYG,DE,J.Pierre-Paul,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
