week,team,position,player,team_defense_frec,team_defense_safe,team_puntret_tds,team_points_allowed,team_kickret_tds,team_defense_tds,team_defense_int,team_defense_sk,team_defense_two_pt_return,defense_two_pt_return,receiving_rec,rushing_yds,receiving_yds,receiving_tds,rushing_tds,receiving_twoptm,rushing_twoptm,kicking_xpmade,fumbles_lost,passing_yds,passing_tds,passing_twoptm,passing_ints,kicking_fgm_yds,defense_fgblk,defense_safe
5.0,DET,QB,M.Stafford,,,,,,,,,,0.0,,,,,,,,,1.0,229.0,2.0,0.0,0.0,,,
5.0,DET,WR,G.Tate,,,,,,,,,,0.0,5.0,,48.0,0.0,,0.0,,,,,,,,,,
5.0,CAR,OLB,S.Thompson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,MLB,L.Kuechly,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,CB,D.Worley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,,T.Jones,,,,,,,,,,0.0,2.0,,12.0,0.0,,0.0,,,,,,,,,,
5.0,DET,RB,T.Riddick,,,,,,,,,,0.0,4.0,8.0,45.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,DET,TE,E.Ebron,,,,,,,,,,0.0,1.0,,6.0,0.0,,0.0,,,,,,,,,,
5.0,DET,K,M.Prater,,,,,,,,,,0.0,,,,,,,,3.0,,,,,,30.0,,
5.0,CAR,WR,C.Samuel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,SS,D.Carey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,P,J.Locke,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,RB,J.Stewart,,,,,,,,,,0.0,3.0,21.0,23.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,DET,OLB,T.Whitehead,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,CB,N.Lawson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,QB,C.Newton,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,0.0,355.0,3.0,0.0,0.0,,,
5.0,CAR,WR,D.Funchess,,,,,,,,,,0.0,7.0,,53.0,1.0,,0.0,,,,,,,,,,
5.0,CAR,T,M.Kalil,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,TE,E.Dickson,,,,,,,,,,0.0,5.0,,175.0,0.0,,0.0,,,,,,,,,,
5.0,DET,SS,M.Killebrew,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,G,T.Turner,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,WR,R.Shepard,,,,,,,,,,0.0,2.0,,15.0,0.0,,0.0,,,,,,,,,,
5.0,DET,CB,D.Slay,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,WR,J.Agnew,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,P,M.Palardy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,DT,S.Lotulelei,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,DE,Ch.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,WR,C.McCaffrey,,,,,,,,,,0.0,5.0,7.0,31.0,1.0,0.0,0.0,0.0,,,,,,,,,
5.0,DET,DEF,J.Valoaga,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,DEF,J.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,FS,G.Quin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,WR,K.Benjamin,,,,,,,,,,0.0,4.0,,58.0,1.0,,0.0,,,,,,,,,,
5.0,CAR,ILB,J.Norris,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,DE,M.Addison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,FB,Z.Zenner,,,,,,,,,,0.0,,11.0,,,1.0,,0.0,,,,,,,,,
5.0,CAR,OLB,T.Davis,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
5.0,CAR,CB,J.Bradberry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,,W.Horton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,DT,H.Ngata,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,C,T.Swanson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,DB,T.Wilson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,DT,A.Spence,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,DT,K.Short,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,CB,Q.Diggs,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,DT,A.Zettel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,DE,E.Ansah,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,T,G.Robinson,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
5.0,CAR,CB,C.Munnerlyn,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,TE,C.Manhertz,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,RB,C.Artis-Payne,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,TE,D.Fells,,,,,,,,,,0.0,2.0,,24.0,2.0,,0.0,,,,,,,,,,
5.0,DET,CB,D.Hayden,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,OLB,J.Peppers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,CB,K.Seymour,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,DE,C.Washington,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,DEF,J.Ledbetter,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CAR,FS,J.Byrd,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DET,WR,J.Abbrederis,,,,,,,,,,0.0,2.0,,37.0,0.0,,0.0,,,,,,,,,,
5.0,DET,DE,G.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,P,B.Pinion,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,CB,D.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,QB,J.Brissett,,,,,,,,,,0.0,,14.0,,,1.0,,0.0,,,314.0,0.0,0.0,1.0,,,
5.0,IND,WR,D.Moncrief,,,,,,,,,,0.0,3.0,,32.0,0.0,,0.0,,,,,,,,,,
5.0,IND,RB,F.Gore,,,,,,,,,,0.0,3.0,48.0,38.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,
5.0,SF,ILB,N.Bowman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,CB,R.Robinson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,DE,D.Buckner,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,TE,B.Williams,,,,,,,,,,0.0,3.0,,17.0,0.0,,0.0,,,,,,,,,,
5.0,SF,OLB,R.Armstrong,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,WR,K.Aiken,,,,,,,,,,0.0,2.0,,22.0,0.0,,0.0,,,,,,,,,,
5.0,IND,RB,M.Mack,,,,,,,,,,0.0,1.0,91.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,
5.0,SF,DE,A.Armstead,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,DL,X.Cooper,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,SS,J.Tartt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,WR,T.Hilton,,,,,,,,,,0.0,7.0,,177.0,0.0,,0.0,,,,,,,,,,
5.0,IND,RB,R.Turbin,,,,,,,,,,0.0,2.0,6.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,SF,OLB,E.Dumervil,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,K,A.Vinatieri,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,164.0,,
5.0,IND,K,R.Sanchez,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,QB,B.Hoyer,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,0.0,353.0,2.0,0.0,0.0,,,
5.0,IND,,R.Melvin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,WR,P.Garcon,,,,,,,,,,0.0,8.0,,94.0,0.0,,0.0,,,,,,,,,,
5.0,IND,DE,J.Sheard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,DB,M.Farley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,RB,C.Hyde,,,,,,,,,,0.0,1.0,11.0,7.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,
5.0,IND,ILB,A.Morrison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,NT,A.Woods,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,WR,M.Goodwin,,,,,,,,,,0.0,5.0,,116.0,0.0,,0.0,,,,,,,,,,
5.0,IND,LB,J.Bostic,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,DEF,M.Hooker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,OG,L.Tomlinson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,WR,G.Kittle,,,,,,,,,,0.0,7.0,,83.0,1.0,,0.0,,,,,,,,,,
5.0,SF,FB,K.Juszczyk,,,,,,,,,,0.0,2.0,3.0,14.0,1.0,0.0,0.0,0.0,,,,,,,,,
5.0,SF,,R.Gould,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,111.0,,
5.0,SF,,K.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,DEF,S.Thomas,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,OLB,A.Lynch,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,MLB,B.Coyle,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,DEF,E.Lee,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,WR,Q.Bray,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,WR,K.Hogan,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
5.0,SF,WR,T.Taylor,,,,,,,,,,0.0,1.0,,6.0,0.0,,0.0,,,,,,,,,,
5.0,SF,,A.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,DEF,A.Walker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,DE,H.Anderson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,DE,B.Mingo,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,OLB,J.Simon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,WR,D.Daniels,,,,,,,,,,0.0,1.0,,13.0,0.0,,0.0,,,,,,,,,,
5.0,SF,DEF,A.Witherspoon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,RB,M.Breida,,,,,,,,,,0.0,3.0,49.0,22.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,IND,DT,J.Hankins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,CB,D.Butler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,SS,J.Ward,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,OLB,E.Harold,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,DT,E.Mitchell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,DB,P.Desir,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,CB,V.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,WR,V.Bolden,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,DEF,H.Krieger-Coble,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,,J.George,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,DEF,K.Moore,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,DEF,L.Jerome,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,,R.Mostert,,,,,,,,,,0.0,,3.0,,,0.0,,0.0,,,,,,,,,
5.0,SF,TE,G.Celek,,,,,,,,,,0.0,1.0,,6.0,0.0,,0.0,,,,,,,,,,
5.0,SF,DEF,D.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,DT,H.Ridgeway,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,IND,DE,M.Hunt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,OT,T.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SF,WR,A.Robinson,,,,,,,,,,0.0,1.0,,5.0,0.0,,0.0,,,,,,,,,,
5.0,MIA,,C.Parkey,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,41.0,,
5.0,MIA,SS,R.Jones,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
5.0,TEN,WR,T.Taylor,,,,,,,,,,0.0,,5.0,,,0.0,,0.0,,,,,,,,,
5.0,TEN,RB,D.Murray,,,,,,,,,,0.0,4.0,58.0,11.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,
5.0,TEN,QB,M.Cassel,,,,,,,,,,0.0,,,,,,,,,1.0,141.0,1.0,0.0,0.0,,,
5.0,MIA,DE,C.Wake,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,CB,B.McCain,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,WR,J.Grant,,,,,,,,,,0.0,1.0,,-1.0,0.0,,0.0,,,,,,,,,,
5.0,MIA,DEF,C.Tankersley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,LB,D.Bates,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,P,B.Kern,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,CB,L.Sims,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,QB,J.Cutler,,,,,,,,,,0.0,,8.0,,,0.0,,0.0,,,92.0,1.0,0.0,1.0,,,
5.0,MIA,RB,J.Ajayi,,,,,,,,,,0.0,2.0,77.0,2.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,
5.0,TEN,ILB,W.Woodyard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,WR,D.Parker,,,,,,,,,,0.0,1.0,,6.0,0.0,,0.0,,,,,,,,,,
5.0,TEN,DEF,J.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,OLB,E.Walden,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,DEF,A.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,P,M.Haack,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,DE,T.Fede,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,DT,N.Suh,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,WR,E.Decker,,,,,,,,,,0.0,4.0,,34.0,0.0,,0.0,,,,,,,,,,
5.0,TEN,WR,J.Smith,,,,,,,,,,0.0,5.0,,21.0,0.0,,0.0,,,,,,,,,,
5.0,MIA,CB,X.Howard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,LB,K.Alonso,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,DEF,C.Harris,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,DE,J.Casey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,WR,J.Landry,,,,,,,,,,0.0,5.0,,44.0,1.0,,0.0,,,,,,,,,,
5.0,TEN,SAF,K.Byard,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
5.0,TEN,WR,R.Matthews,,,,,,,,,,0.0,3.0,-3.0,34.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,MIA,DEF,D.Godchaux,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,RB,D.Williams,,,,,,,,,,0.0,1.0,15.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,TEN,NT,S.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,RB,D.Henry,,,,,,,,,,0.0,,9.0,,,0.0,,0.0,,,,,,,,,
5.0,MIA,,S.Perry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,MLB,R.Maualuga,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,T,T.Lewan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,TE,D.Walker,,,,,,,,,,0.0,3.0,,25.0,0.0,,0.0,,,,,,,,,,
5.0,MIA,T,J.James,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,ILB,L.Timmons,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,K,R.Succop,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,45.0,,
5.0,TEN,,C.Riley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,ILB,A.Williamson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,SS,D.Searcy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,TE,M.Gray,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,
5.0,MIA,RB,K.Drake,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,
5.0,TEN,DE,D.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,TE,P.Supernaw,,,,,,,,,,0.0,2.0,,16.0,1.0,,0.0,,,,,,,,,,
5.0,MIA,DE,W.Hayes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,,T.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,TE,A.Fasano,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,DE,A.Branch,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,DB,B.Trawick,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,NT,A.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,SS,N.Allen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,LB,N.Palmer,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,,D.Fluellen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,CB,L.Ryan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,DEF,V.Taylor,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,TE,J.Thomas,,,,,,,,,,0.0,1.0,,15.0,0.0,,0.0,,,,,,,,,,
5.0,MIA,WR,K.Stills,,,,,,,,,,0.0,1.0,,13.0,0.0,,0.0,,,,,,,,,,
5.0,TEN,WR,E.Weems,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,OLB,D.Morgan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIA,LB,M.Hull,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,FB,J.Fowler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,TEN,OLB,B.Orakpo,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,K,A.Rosas,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,
5.0,LAC,RB,M.Gordon,,,,,,,,,,0.0,6.0,105.0,58.0,2.0,0.0,0.0,0.0,,,,,,,,,
5.0,NYG,CB,D.Rodgers-Cromartie,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,OLB,B.Goodson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,TE,H.Henry,,,,,,,,,,0.0,3.0,,42.0,1.0,,0.0,,,,,,,,,,
5.0,LAC,QB,P.Rivers,,,,,,,,,,0.0,,5.0,,,0.0,,0.0,,0.0,258.0,3.0,0.0,1.0,,,
5.0,NYG,OLB,J.Casillas,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,P,D.Kaser,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,WR,D.Harris,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,DT,B.Mebane,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,RB,O.Darkwa,,,,,,,,,,0.0,1.0,69.0,3.0,0.0,1.0,0.0,0.0,,,,,,,,,
5.0,LAC,DE,C.Liuget,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,DEF,Tr.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,QB,E.Manning,,,,,,,,,,0.0,,,,,,,,,1.0,225.0,2.0,0.0,1.0,,,
5.0,LAC,OLB,J.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,SS,J.Addae,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,WR,B.Marshall,,,,,,,,,,0.0,2.0,,15.0,0.0,,0.0,,,,,,,,,,
5.0,LAC,FS,T.Boston,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,OLB,H.Pullard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,OLB,M.Ingram,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
5.0,NYG,TE,R.Ellison,,,,,,,,,,0.0,1.0,,9.0,0.0,,0.0,,,,,,,,,,
5.0,LAC,DE,J.Bosa,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,P,B.Wing,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,DT,D.Harrison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,DE,K.Wynn,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,C,S.Pulley,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
5.0,LAC,WR,A.Ekeler,,,,,,,,,,0.0,3.0,0.0,28.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,LAC,LB,N.Dzubnar,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,WR,S.Shepard,,,,,,,,,,0.0,1.0,,9.0,0.0,,0.0,,,,,,,,,,
5.0,LAC,CB,A.Phillips,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,RB,W.Gallman,,,,,,,,,,0.0,5.0,57.0,25.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,NYG,WR,O.Beckham,,,,,,,,,,0.0,5.0,8.0,97.0,1.0,0.0,0.0,0.0,,,,,,,,,
5.0,LAC,DE,D.Philon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,WR,T.Benjamin,,,,,,,,,,0.0,2.0,14.0,18.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,NYG,FS,L.Collins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,DEF,C.Munson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,DEF,D.King,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,DB,J.Jenkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,WR,Ty.Williams,,,,,,,,,,0.0,1.0,,22.0,0.0,,0.0,,,,,,,,,,
5.0,NYG,SAF,D.Thompson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,OT,R.Okung,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,DE,J.Pierre-Paul,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,CB,E.Apple,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,K,N.Novak,,,,,,,,,,0.0,,,,,,,,3.0,,,,,,51.0,,
5.0,LAC,DEF,R.Jenkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,DEF,M.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,DEF,D.Tomlinson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,WR,K.Allen,,,,,,,,,,0.0,4.0,,67.0,0.0,,0.0,,,,,,,,,,
5.0,LAC,DB,C.Hayward,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,RB,S.Vereen,,,,,,,,,,0.0,4.0,18.0,27.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,NYG,WR,E.Engram,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,OT,B.Hart,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,DE,R.Okwara,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,DB,R.Cockrell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,TE,A.Gates,,,,,,,,,,0.0,2.0,,23.0,0.0,,0.0,,,,,,,,,,
5.0,NYG,LB,K.Robinson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,NT,D.Square,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,WR,R.Lewis,,,,,,,,,,0.0,1.0,,29.0,1.0,,0.0,,,,,,,,,,
5.0,NYG,TE,J.Adams,,,,,,,,,,0.0,1.0,,11.0,0.0,,0.0,,,,,,,,,,
5.0,NYG,DT,J.Bromley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,WR,A.Moss,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,OLB,K.Emanuel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,DE,T.Palepoi,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,OG,K.Wiggins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,T,M.Schofield,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,TE,S.McGrath,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,OLB,D.Kennard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,DEF,N.Capi,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,DEF,N.Harris,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,NYG,OG,D.Fluker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,FB,D.Watt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LAC,,C.McCain,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,TE,T.Burton,,,,,,,,,,0.0,2.0,,16.0,1.0,,0.0,,,,,,,,,,
5.0,PHI,K,J.Elliott,,,,,,,,,,0.0,,,,,,,,4.0,,,,,,64.0,,
