week,team,position,player,team_defense_frec,team_defense_safe,team_puntret_tds,team_points_allowed,team_kickret_tds,team_defense_tds,team_defense_int,team_defense_sk,team_defense_two_pt_return,defense_two_pt_return,receiving_rec,rushing_yds,receiving_yds,receiving_tds,rushing_tds,receiving_twoptm,rushing_twoptm,kicking_xpmade,fumbles_lost,passing_yds,passing_tds,passing_twoptm,passing_ints,kicking_fgm_yds,defense_fgblk,defense_safe
5.0,ARI,,K.Williams,,,,,,,,,,0.0,,-2.0,,,0.0,,0.0,,,,,,,,,
5.0,PHI,FS,J.Mills,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,RB,C.Johnson,,,,,,,,,,0.0,1.0,21.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,ARI,WR,L.Fitzgerald,,,,,,,,,,0.0,6.0,,51.0,0.0,,0.0,,,,,,,,,,
5.0,ARI,QB,C.Palmer,,,,,,,,,,0.0,,,,,,,,,,291.0,1.0,0.0,0.0,,,
5.0,ARI,WR,J.Nelson,,,,,,,,,,0.0,4.0,14.0,80.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,
5.0,ARI,,A.Brewer,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,P,A.Lee,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,OLB,J.Bynes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,RB,K.Barner,,,,,,,,,,0.0,,23.0,,,0.0,,0.0,,,,,,,,,
5.0,PHI,QB,C.Wentz,,,,,,,,,,0.0,,11.0,,,0.0,,0.0,,,304.0,4.0,0.0,1.0,,,
5.0,PHI,TE,Z.Ertz,,,,,,,,,,0.0,6.0,,61.0,1.0,,0.0,,,,,,,,,,
5.0,ARI,DE,F.Rucker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,WR,A.Jeffery,,,,,,,,,,0.0,3.0,,31.0,0.0,,0.0,,,,,,,,,,
5.0,ARI,LB,K.Dansby,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,CB,J.Bethel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,SS,A.Bethea,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,RB,L.Blount,,,,,,,,,,0.0,,74.0,,,0.0,,0.0,,,,,,,,,
5.0,ARI,LB,C.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,DB,T.Branch,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,DT,X.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,RB,C.Clement,,,,,,,,,,0.0,1.0,17.0,22.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,ARI,OT,O.Pierre,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,DEF,B.Baker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,WR,T.Smith,,,,,,,,,,0.0,3.0,-3.0,70.0,1.0,0.0,0.0,0.0,,,,,,,,,
5.0,PHI,FS,C.Maragos,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,DB,P.Robinson,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,
5.0,PHI,FS,M.Jenkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,LB,N.Bradham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,DE,V.Curry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,OLB,B.Graham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,ILB,J.Hicks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,WR,E.Penny,,,,,,,,,,0.0,1.0,,6.0,0.0,,0.0,,,,,,,,,,
5.0,ARI,,B.Golden,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,DT,C.Peters,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,OLB,D.Bucannon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,LB,K.Martin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,DE,T.Jernigan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,RB,A.Ellington,,,,,,,,,,0.0,9.0,-2.0,65.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,ARI,,I.Momah,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,NT,J.Mauro,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,WR,J.Brown,,,,,,,,,,0.0,2.0,,26.0,1.0,,0.0,,,,,,,,,,
5.0,ARI,TE,J.Gresham,,,,,,,,,,0.0,2.0,,16.0,0.0,,0.0,,,,,,,,,,
5.0,PHI,DEF,R.Douglas,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,WR,Ja.Brown,,,,,,,,,,0.0,3.0,,39.0,0.0,,0.0,,,,,,,,,,
5.0,PHI,DB,R.McLeod,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,ILB,M.Kendricks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,K,P.Dawson,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,
5.0,PHI,TE,B.Celek,,,,,,,,,,0.0,1.0,,5.0,0.0,,0.0,,,,,,,,,,
5.0,ARI,FS,T.Mathieu,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,G,B.Brooks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,WR,R.Seals-Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,P,D.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,WR,D.Barnett,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,DE,C.Long,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,DEF,H.Reddick,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,ILB,J.Walker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,WR,N.Agholor,,,,,,,,,,0.0,4.0,,93.0,1.0,,0.0,,,,,,,,,,
5.0,PHI,WR,M.Johnson,,,,,,,,,,0.0,1.0,,6.0,0.0,,0.0,,,,,,,,,,
5.0,PHI,,D.McDougle,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,C,A.Shipley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,FS,C.Graham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,DEF,E.Qualls,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,NT,B.Allen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,T,J.Veldheer,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,NT,R.Gunter,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,ARI,CB,P.Peterson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,G,C.Warmack,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PHI,OLB,K.Grugier-Hill,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,K,C.Boswell,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,83.0,,
5.0,JAX,RB,L.Fournette,,,,,,,,,,0.0,1.0,181.0,3.0,0.0,2.0,0.0,0.0,,,,,,,,,
5.0,PIT,FS,M.Mitchell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,ILB,V.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,DEF,T.Watt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,QB,B.Bortles,,,,,,,,,,0.0,,9.0,,,0.0,,0.0,,,95.0,0.0,0.0,1.0,,,
5.0,JAX,WR,A.Hurns,,,,,,,,,,0.0,2.0,,21.0,0.0,,0.0,,,,,,,,,,
5.0,PIT,WR,A.Brown,,,,,,,,,,0.0,10.0,,157.0,0.0,,0.0,,,,,,,,,,
5.0,JAX,P,B.Nortman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,QB,B.Roethlisberger,,,,,,,,,,0.0,,1.0,,,0.0,,0.0,,,312.0,0.0,0.0,5.0,,,
5.0,JAX,CB,J.Ramsey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,TE,V.McDonald,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,DT,A.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,RB,L.Bell,,,,,,,,,,0.0,10.0,47.0,46.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,JAX,SS,B.Church,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,OLB,T.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,WR,M.Bryant,,,,,,,,,,0.0,5.0,13.0,21.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,PIT,ILB,R.Shazier,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,DT,J.Hargrave,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,CB,S.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,WR,M.Lee,,,,,,,,,,0.0,2.0,,49.0,0.0,,0.0,,,,,,,,,,
5.0,PIT,FS,J.Wilcox,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,TE,M.Lewis,,,,,,,,,,0.0,1.0,,14.0,0.0,,0.0,,,,,,,,,,
5.0,PIT,DT,T.Alualu,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,DE,C.Campbell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,CB,A.Colvin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,DEF,E.Ankou,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,DE,Y.Ngakoue,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,CB,A.Bouye,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,OLB,M.Jack,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,RB,J.Conner,,,,,,,,,,0.0,,9.0,,,0.0,,0.0,,,,,,,,,
5.0,JAX,MLB,P.Posluszny,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,DE,S.Tuitt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,DE,C.Heyward,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,RB,C.Ivory,,,,,,,,,,0.0,,41.0,,,0.0,,0.0,,,,,,,,,
5.0,JAX,K,J.Myers,,,,,,,,,,0.0,,,,,,,,3.0,,,,,,47.0,,
5.0,PIT,WR,J.Smith-Schuster,,,,,,,,,,0.0,4.0,,58.0,0.0,,0.0,,,,,,,,,,
5.0,JAX,DB,P.Thompson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,P,J.Berry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,WR,M.McCaffrey,,,,,,,,,,0.0,1.0,,4.0,0.0,,0.0,,,,,,,,,,
5.0,JAX,WR,C.Robinson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,WR,K.Cole,,,,,,,,,,0.0,1.0,,4.0,0.0,,0.0,,,,,,,,,,
5.0,PIT,CB,A.Burns,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,RB,C.Grant,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,CB,W.Gay,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,TE,J.O'Shaughnessy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,DB,T.Gipson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,,T.Bohanon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,OLB,T.Matakevich,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,DEF,M.Hilton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,TE,J.James,,,,,,,,,,0.0,3.0,,24.0,0.0,,0.0,,,,,,,,,,
5.0,JAX,DT,M.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,FB,R.Nix,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,JAX,DEF,D.Smoot,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,WR,J.Hunter,,,,,,,,,,0.0,1.0,,6.0,0.0,,0.0,,,,,,,,,,
5.0,JAX,DE,D.Fowler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,OLB,B.Dupree,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,SS,R.Golden,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,PIT,G,D.DeCastro,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,K,G.Zuerlein,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,35.0,,
5.0,LA,OLB,C.Littleton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,DT,A.Donald,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,RB,E.Lacy,,,,,,,,,,0.0,1.0,19.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,LA,DB,N.Robey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,QB,R.Wilson,,,,,,,,,,0.0,,16.0,,,0.0,,0.0,,,198.0,1.0,0.0,1.0,,,
5.0,SEA,WR,D.Baldwin,,,,,,,,,,0.0,4.0,,37.0,0.0,,0.0,,,,,,,,,,
5.0,LA,OLB,M.Barron,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,DB,Co.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,DEF,J.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,OLB,A.Ogletree,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,DB,T.McEvoy,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,1.0,,,
5.0,LA,WR,T.Austin,,,,,,,,,,0.0,3.0,27.0,14.0,0.0,1.0,0.0,0.0,,1.0,,,,,,,
5.0,SEA,P,J.Ryan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,QB,J.Goff,,,,,,,,,,0.0,,22.0,,,0.0,,0.0,,1.0,288.0,0.0,0.0,2.0,,,
5.0,SEA,DEF,S.Griffin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,CB,R.Sherman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,RB,T.Gurley,,,,,,,,,,0.0,2.0,43.0,7.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,
5.0,LA,WR,S.Watkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,WR,R.Woods,,,,,,,,,,0.0,5.0,8.0,66.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,LA,TE,T.Higbee,,,,,,,,,,0.0,4.0,,98.0,0.0,,0.0,,,,,,,,,,
5.0,SEA,FS,E.Thomas,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,OLB,K.Wright,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,RB,T.Rawls,,,,,,,,,,0.0,2.0,20.0,15.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,LA,DT,M.Brockers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,WR,J.McKissic,,,,,,,,,,0.0,3.0,0.0,36.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,SEA,WR,P.Richardson,,,,,,,,,,0.0,3.0,,35.0,0.0,,0.0,,,,,,,,,,
5.0,LA,DEF,M.Fox,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,WR,T.Lockett,,,,,,,,,,0.0,3.0,7.0,26.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,LA,DE,M.Longacre,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,WR,C.Kupp,,,,,,,,,,0.0,3.0,,44.0,0.0,,0.0,,,,,,,,,,
5.0,SEA,ILB,M.Wilhoite,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,DE,M.Bennett,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,P,J.Hekker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,DEF,B.Countess,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,MLB,B.Wagner,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,DEF,B.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,SS,K.Chancellor,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,WR,G.Everett,,,,,,,,,,0.0,1.0,,8.0,0.0,,0.0,,,,,,,,,,
5.0,SEA,CB,J.Coleman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,WR,E.Pocic,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,DEF,S.Ebukam,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,CB,K.Webster,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,DE,R.Quinn,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,,N.Thorpe,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
5.0,LA,DEF,D.Hatfield,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,DEF,T.Smart,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,TE,J.Graham,,,,,,,,,,0.0,6.0,,37.0,1.0,,0.0,,,,,,,,,,
5.0,LA,CB,T.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,TE,L.Willson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,TE,N.Vannett,,,,,,,,,,0.0,2.0,,3.0,0.0,,0.0,,,,,,,,,,
5.0,SEA,K,B.Walsh,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,132.0,,
5.0,SEA,OG,G.Ifedi,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,LB,T.Garvin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,WR,P.Cooper,,,,,,,,,,0.0,2.0,,22.0,0.0,,0.0,,,,,,,,,,
5.0,SEA,RB,T.Madden,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,DE,F.Clark,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,DEF,N.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,RB,M.Brown,,,,,,,,,,0.0,2.0,,29.0,0.0,,0.0,,,,,,,,,,
5.0,SEA,DT,G.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,DE,S.Richardson,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
5.0,LA,OLB,C.Barwin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,OG,J.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,DT,J.Reed,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,DB,M.Christian,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,SEA,DE,M.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,LA,T,A.Whitworth,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,,G.Tavecchio,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,32.0,,
5.0,OAK,DB,R.Nelson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,WR,M.Wallace,,,,,,,,,,0.0,3.0,,133.0,0.0,,0.0,,,,,,,,,,
5.0,BAL,QB,J.Flacco,,,,,,,,,,0.0,,-4.0,,,0.0,,0.0,,,222.0,0.0,0.0,0.0,,,
5.0,OAK,DE,M.Edwards,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,RB,T.West,,,,,,,,,,0.0,,17.0,,,0.0,,0.0,,,,,,,,,
5.0,OAK,DEF,N.Morrow,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,RB,J.Allen,,,,,,,,,,0.0,4.0,73.0,12.0,0.0,1.0,0.0,0.0,,,,,,,,,
5.0,BAL,,V.Mayle,,,,,,,,,,0.0,,2.0,,,1.0,,0.0,,,,,,,,,
5.0,BAL,K,J.Tucker,,,,,,,,,,0.0,,,,,,,,3.0,,,,,,87.0,,
5.0,BAL,LB,K.Correa,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,WR,C.Patterson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,DB,E.Weddle,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,WR,M.Crabtree,,,,,,,,,,0.0,6.0,,82.0,1.0,,0.0,,,,,,,,,,
5.0,OAK,QB,E.Manuel,,,,,,,,,,0.0,,15.0,,,0.0,,0.0,,,159.0,1.0,0.0,0.0,,,
5.0,BAL,OLB,T.Suggs,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,,M.Lynch,,,,,,,,,,0.0,1.0,43.0,10.0,0.0,1.0,0.0,0.0,,,,,,,,,
5.0,BAL,CB,J.Smith,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
5.0,OAK,TE,J.Cook,,,,,,,,,,0.0,3.0,,25.0,0.0,,0.0,,,1.0,,,,,,,
5.0,BAL,DEF,P.Onwuasor,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,LB,Z.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,SS,T.Jefferson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,RB,J.Richard,,,,,,,,,,0.0,,37.0,,,0.0,,0.0,,,,,,,,,
5.0,BAL,DEF,C.Wormley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,ILB,C.Mosley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,DT,W.Henry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,CB,L.Webb,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,DEF,M.Humphrey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,LB,M.Judon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,WR,A.Cooper,,,,,,,,,,0.0,1.0,,8.0,0.0,,0.0,,,,,,,,,,
5.0,OAK,SAF,K.Joseph,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,RB,A.Collins,,,,,,,,,,0.0,,55.0,,,0.0,,0.0,,,,,,,,,
5.0,BAL,WR,J.Maclin,,,,,,,,,,0.0,6.0,,43.0,0.0,,0.0,,,,,,,,,,
5.0,OAK,DEF,M.Lee,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,DT,J.Ellis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,DE,D.Autry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,SS,T.Carrie,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,LB,B.Irvin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,OLB,C.James,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,TE,N.Boyle,,,,,,,,,,0.0,1.0,,9.0,0.0,,0.0,,,,,,,,,,
5.0,OAK,DEF,T.Adams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,DT,M.Pierce,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,RB,J.Olawale,,,,,,,,,,0.0,,13.0,,,0.0,,0.0,,,,,,,,,
5.0,OAK,CB,D.McDonald,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,DE,K.Mack,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,DB,S.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,TE,B.Watson,,,,,,,,,,0.0,2.0,,2.0,0.0,,0.0,,,0.0,,,,,,,
5.0,OAK,P,M.King,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,WR,M.Campanaro,,,,,,,,,,0.0,1.0,,8.0,0.0,,0.0,,,,,,,,,,
5.0,OAK,DT,D.Latham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,DE,J.Cowser,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,WR,B.Perriman,,,,,,,,,,0.0,2.0,,15.0,0.0,,0.0,,,,,,,,,,
5.0,BAL,P,S.Koch,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,WR,S.Roberts,,,,,,,,,,0.0,2.0,,34.0,0.0,,0.0,,,,,,,,,,
5.0,OAK,DB,E.Harris,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,CB,A.Levine Sr.,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,LS,J.Condo,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,BAL,CB,B.Carr,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,DEF,E.Vanderdoes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,OAK,OT,K.Osemele,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,K,M.Crosby,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,22.0,,
5.0,GB,DEF,K.King,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,QB,D.Prescott,,,,,,,,,,0.0,,37.0,0.0,,1.0,,0.0,,0.0,251.0,3.0,0.0,1.0,,,
5.0,DAL,RB,E.Elliott,,,,,,,,,,0.0,1.0,116.0,16.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,GB,ILB,B.Martinez,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,FS,H.Clinton-Dix,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,WR,B.Butler,,,,,,,,,,0.0,2.0,,57.0,0.0,,0.0,,,,,,,,,,
5.0,GB,OLB,N.Perry,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,
5.0,GB,DE,M.Daniels,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,NT,K.Clark,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,ILB,J.Ryan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,ILB,C.Matthews,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,SS,M.Burnett,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
