week,team,position,player,team_defense_frec,team_defense_safe,team_puntret_tds,team_points_allowed,team_kickret_tds,team_defense_tds,team_defense_int,team_defense_sk,team_defense_two_pt_return,defense_two_pt_return,kicking_fgm_yds,kicking_xpmade,rushing_yds,rushing_twoptm,rushing_tds,fumbles_lost,receiving_yds,receiving_rec,receiving_tds,receiving_twoptm,passing_yds,passing_tds,passing_twoptm,passing_ints,defense_puntblk,defense_fgblk
6.0,CLE,DL,D.Shelton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,DEF,J.Peppers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,TE,R.Griffin,,,,,,,,,,0.0,,,,,,,52.0,3.0,0.0,1.0,,,,,,
6.0,CLE,CB,B.Boddy-Calhoun,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,WR,B.Ellington,,,,,,,,,,0.0,,,,,,,22.0,2.0,0.0,0.0,,,,,,
6.0,CLE,DT,J.Meder,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,OLB,J.Collins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,DB,J.Taylor,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,WR,W.Fuller V,,,,,,,,,,0.0,,,,,,,62.0,2.0,1.0,0.0,,,,,,
6.0,HOU,K,K.Fairbairn,,,,,,,,,,0.0,40.0,2.0,,,,,,,,,,,,,,
6.0,CLE,QB,K.Hogan,,,,,,,,,,0.0,,,36.0,0.0,0.0,0.0,,,,,140.0,1.0,0.0,3.0,,
6.0,HOU,FS,M.Gilchrist,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,,K.Williams,,,,,,,,,,0.0,,,,,,,41.0,4.0,0.0,0.0,,,,,,
6.0,HOU,OLB,J.Clowney,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,RB,I.Crowell,,,,,,,,,,0.0,,,58.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,,,,,,
6.0,HOU,LB,B.Scarlett,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,CB,K.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,ILB,B.McKinney,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,WR,D.Njoku,,,,,,,,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,,,,,
6.0,HOU,FS,A.Hal,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,RB,D.Johnson,,,,,,,,,,0.0,,,40.0,0.0,0.0,,-1.0,3.0,0.0,0.0,,,,,,
6.0,HOU,DEF,D.Cole,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,WR,B.Treggs,,,,,,,,,,0.0,,,,,,,20.0,1.0,0.0,0.0,,,,,,
6.0,HOU,CB,J.Joseph,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,P,B.Colquitt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,ILB,C.Kirksey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,T,B.Giacomini,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,P,S.Lechler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,DT,J.Heath,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,DEF,C.Watkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,DEF,Z.Cunningham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,WR,C.Thompson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,DEF,M.Jordan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,WR,D.Hopkins,,,,,,,,,,0.0,,,,,,,19.0,2.0,1.0,0.0,,,,,,
6.0,CLE,DEF,M.Garrett,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,RB,D.Foreman,,,,,,,,,,0.0,,,59.0,0.0,0.0,,,,,,,,,,,
6.0,CLE,DEF,L.Ogunjobi,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,,B.Dunn,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,NT,D.Reader,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,TE,S.DeValve,,,,,,,,,,0.0,,,,,,,9.0,2.0,1.0,0.0,,,,,,
6.0,CLE,WR,R.Louis,,,,,,,,,,0.0,,,,,,,25.0,3.0,0.0,0.0,,,,,,
6.0,CLE,WR,S.Coates,,,,,,,,,,0.0,,,,,,,11.0,1.0,0.0,0.0,,,,,,
6.0,HOU,DB,M.Burley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,WR,R.Higgins,,,,,,,,,,0.0,,,,,,,13.0,1.0,0.0,0.0,,,,,,
6.0,CLE,DE,C.Nassib,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,LB,E.Ogbah,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,LB,B.Peters,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,WR,B.Miller,,,,,,,,,,0.0,,,,,,,-5.0,2.0,1.0,0.0,,,,,,
6.0,CLE,LS,C.Hughlett,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,RB,A.Blue,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,DB,E.Pleasant,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,CB,M.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,DEF,U.Kamalu,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,DT,C.Covington,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,DEF,D.King,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,FS,D.Kindred,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,DEF,B.Bello,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,DEF,M.Dayes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,DB,I.Campbell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,DEF,T.Coley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,FS,K.Drummond,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,TE,R.Telfer,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,WR,D.Vitale,,,,,,,,,,0.0,,,,,,,7.0,1.0,0.0,0.0,,,,,,
6.0,CLE,C,J.Tretter,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,FB,J.Prosch,,,,,,,,,,0.0,,,,,,,18.0,1.0,0.0,0.0,,,,,,
6.0,CLE,DEF,C.Brantley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,CLE,LB,N.Orchard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,DEF,T.Decoud,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,HOU,OLB,L.Houston,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,,K.Forbath,,,,,,,,,,0.0,123.0,2.0,,,,,,,,,,,,,,
6.0,MIN,FS,H.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,TE,M.Bennett,,,,,,,,,,0.0,,,,,,,22.0,2.0,0.0,0.0,,,,,,
6.0,GB,QB,A.Rodgers,,,,,,,,,,0.0,,,,,,,,,,,18.0,0.0,0.0,0.0,,
6.0,GB,WR,T.Montgomery,,,,,,,,,,0.0,,,28.0,0.0,0.0,,3.0,1.0,0.0,0.0,,,,,,
6.0,MIN,DT,L.Joseph,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,OLB,A.Barr,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,P,J.Vogel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,CB,M.Sherels,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,NT,K.Clark,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,RB,L.Murray,,,,,,,,,,0.0,,,28.0,0.0,0.0,,9.0,1.0,0.0,0.0,,,,,,
6.0,GB,CB,Q.Rollins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,OT,J.Sirles,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,QB,C.Keenum,,,,,,,,,,0.0,,,15.0,0.0,0.0,,,,,,239.0,1.0,0.0,1.0,,
6.0,GB,OLB,N.Perry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,FS,H.Clinton-Dix,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,ILB,B.Martinez,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,ILB,J.Ryan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,RB,J.McKinnon,,,,,,,,,,0.0,,,69.0,0.0,1.0,1.0,30.0,5.0,1.0,0.0,,,,,,
6.0,MIN,WR,A.Thielen,,,,,,,,,,0.0,,,,,,0.0,97.0,9.0,0.0,0.0,,,,,,
6.0,MIN,,R.Quigley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,WR,T.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,CB,T.Waynes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,WR,J.Nelson,,,,,,,,,,0.0,,,,,,,60.0,6.0,0.0,0.0,,,,,,
6.0,MIN,DE,E.Griffen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,RB,A.Jones,,,,,,,,,,0.0,,,41.0,0.0,0.0,,1.0,1.0,0.0,0.0,,,,,,
6.0,MIN,CB,T.Newman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,MLB,E.Kendricks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,DT,T.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,CB,M.Alexander,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,ILB,C.Matthews,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,
6.0,MIN,WR,M.Floyd,,,,,,,,,,0.0,,,,,,,5.0,1.0,0.0,0.0,,,,,,
6.0,MIN,TE,K.Rudolph,,,,,,,,,,0.0,,,,,,,47.0,5.0,0.0,0.0,,,,,,
6.0,GB,DB,K.Brice,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,DE,Q.Dial,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,DEF,J.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,CB,J.Hawkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,WR,P.Elflein,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,QB,B.Hundley,,,,,,,,,,0.0,,,3.0,0.0,0.0,0.0,,,,,157.0,1.0,0.0,3.0,,
6.0,GB,WR,G.Allison,,,,,,,,,,0.0,,,,,,,7.0,1.0,0.0,0.0,,,,,,
6.0,MIN,CB,X.Rhodes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,DEF,C.Ham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,WR,J.Janis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,CB,T.Brock,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,DE,B.Robison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,DE,D.Hunter,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,WR,L.Treadwell,,,,,,,,,,0.0,,,,,,,51.0,3.0,0.0,0.0,,,,,,
6.0,GB,WR,D.Adams,,,,,,,,,,0.0,,,,,,,54.0,5.0,1.0,0.0,,,,,,
6.0,GB,K,M.Crosby,,,,,,,,,,0.0,26.0,1.0,,,,,,,,,,,,,,
6.0,MIN,WR,S.Coley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,DEF,L.Pipkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,TE,L.Kendricks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,DE,M.Daniels,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,CB,D.Randall,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,DT,S.Stephen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,T,M.Remmers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,DE,R.Jean Francois,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,T,R.Reiff,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,OLB,K.Brothers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,DEF,B.Gedeon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,LB,E.Lamur,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,WR,R.Cobb,,,,,,,,,,0.0,,,,,,,28.0,3.0,0.0,0.0,,,,,,
6.0,GB,DB,M.Evans,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,DE,D.Lowry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,MIN,SS,A.Harris,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,OLB,K.Fackrell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,GB,FB,A.Ripkowski,,,,,,,,,,0.0,,,,,,,0.0,1.0,0.0,0.0,,,,,,
6.0,MIN,DEF,J.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,P,J.Locke,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,RB,A.Kamara,,,,,,,,,,0.0,,,75.0,0.0,0.0,,12.0,4.0,0.0,0.0,,,,,,
6.0,DET,DEF,J.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,QB,D.Brees,,,,,,,,,,0.0,,,1.0,0.0,0.0,,,,,,186.0,2.0,0.0,2.0,,
6.0,NO,RB,M.Ingram,,,,,,,,,,0.0,,,114.0,0.0,2.0,1.0,36.0,5.0,0.0,0.0,,,,,,
6.0,DET,FS,G.Quin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,DE,E.Ansah,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,
6.0,DET,CB,D.Slay,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,DT,A.Robinson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,P,T.Morstead,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,CB,Q.Diggs,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,WR,M.Jones,,,,,,,,,,0.0,,,,,,,96.0,6.0,1.0,0.0,,,,,,
6.0,DET,QB,M.Stafford,,,,,,,,,,0.0,,,4.0,0.0,0.0,2.0,,,,,312.0,3.0,0.0,3.0,,
6.0,NO,LB,C.Robertson,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,
6.0,DET,RB,A.Abdullah,,,,,,,,,,0.0,,,54.0,0.0,0.0,,,,,,,,,,,
6.0,NO,DEF,M.Lattimore,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,
6.0,NO,OLB,A.Okafor,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,SS,K.Vaccaro,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,
6.0,NO,K,W.Lutz,,,,,,,,,,0.0,41.0,7.0,,,,,,,,,,,,,,
6.0,NO,DE,C.Jordan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,DT,S.Rankins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,DT,D.Onyemata,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,DEF,M.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,WR,G.Tate,,,,,,,,,,0.0,,,,,,,96.0,7.0,1.0,0.0,,,,,,
6.0,DET,K,M.Prater,,,,,,,,,,0.0,41.0,5.0,,,,,,,,,,,,,,
6.0,NO,WR,M.Thomas,,,,,,,,,,0.0,,,,,,,11.0,3.0,0.0,0.0,,,,,,
6.0,NO,WR,T.Ginn,,,,,,,,,,0.0,,,3.0,0.0,0.0,,66.0,4.0,1.0,0.0,,,,,,
6.0,DET,FB,Z.Zenner,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,
6.0,NO,DEF,J.Hardee,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,DB,R.Bush,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,TE,E.Ebron,,,,,,,,,,0.0,,,,,,,9.0,1.0,0.0,0.0,,,,,,
6.0,NO,WR,T.Hendrickson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,RB,T.Riddick,,,,,,,,,,0.0,,,8.0,0.0,0.0,,45.0,5.0,0.0,0.0,,,,,,
6.0,NO,DT,T.Davison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,MLB,A.Klein,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,,T.Jones,,,,,,,,,,0.0,,,,,,,33.0,3.0,0.0,0.0,,,,,,
6.0,DET,DEF,J.Agnew,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,
6.0,NO,DEF,T.Edmunds,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,CB,D.Hayden,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,OLB,T.Whitehead,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,WR,B.Coleman,,,,,,,,,,0.0,,,,,,,23.0,2.0,0.0,0.0,,,,,,
6.0,NO,WR,W.Snead,,,,,,,,,,0.0,,,,,,,11.0,1.0,0.0,0.0,,,,,,
6.0,NO,TE,M.Hoomanawanui,,,,,,,,,,0.0,,,,,,,27.0,2.0,1.0,0.0,,,,,,
6.0,DET,DB,T.Wilson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,DT,A.Spence,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,CB,K.Crawley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,,E.Cleary,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,FS,V.Bell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,WR,J.Abbrederis,,,,,,,,,,0.0,,,,,,,7.0,1.0,0.0,0.0,,,,,,
6.0,DET,CB,N.Lawson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,DT,A.Zettel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,G,S.Kelemete,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,TE,D.Fells,,,,,,,,,,0.0,,,,,,,26.0,2.0,1.0,0.0,,,,,,
6.0,DET,DEF,J.Reeves-Maybin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,SS,M.Killebrew,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,ILB,M.Te'o,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,SS,D.Carey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,TE,J.Hill,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,FB,Z.Line,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,TE,C.Fleener,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NO,DEF,A.Bighill,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,C,G.Glasgow,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,DET,DEF,Ch.Washington,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,RB,B.Bolden,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,WR,A.Stewart,,,,,,,,,,0.0,,,6.0,0.0,0.0,,2.0,1.0,0.0,0.0,,,,,,
6.0,NE,K,S.Gostkowski,,,,,,,,,,0.0,28.0,3.0,,,,,,,,,,,,,,
6.0,NYJ,QB,J.McCown,,,,,,,,,,0.0,,,21.0,0.0,0.0,,,,,,354.0,2.0,0.0,2.0,,
6.0,NYJ,TE,A.Seferian-Jenkins,,,,,,,,,,0.0,,,,,,1.0,46.0,8.0,1.0,0.0,,,,,,
6.0,NE,DE,T.Flowers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,CB,M.Butler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,WR,R.Anderson,,,,,,,,,,0.0,,,,,,,76.0,4.0,0.0,0.0,,,,,,
6.0,NE,DE,L.Guy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,RB,M.Forte,,,,,,,,,,0.0,,,22.0,0.0,0.0,,59.0,8.0,0.0,0.0,,,,,,
6.0,NE,OLB,D.Hightower,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,RB,E.McGuire,,,,,,,,,,0.0,,,22.0,0.0,0.0,,,,,,,,,,,
6.0,NE,DB,J.Bademosi,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,WR,J.Kerley,,,,,,,,,,0.0,,,,,,,61.0,2.0,1.0,0.0,,,,,,
6.0,NE,CB,J.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,K,C.Catanzaro,,,,,,,,,,0.0,28.0,2.0,,,,,,,,,,,,,,
6.0,NE,RB,D.Lewis,,,,,,,,,,0.0,,,52.0,0.0,1.0,,,,,,,,,,,
6.0,NYJ,OLB,J.Jenkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,DT,L.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,DEF,Ja.Adams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,TE,R.Gronkowski,,,,,,,,,,0.0,,,,,,,83.0,6.0,2.0,0.0,,,,,,
6.0,NE,QB,T.Brady,,,,,,,,,,0.0,,,-1.0,0.0,0.0,,,,,,257.0,2.0,0.0,1.0,,
6.0,NE,WR,B.Cooks,,,,,,,,,,0.0,,,,,,,93.0,6.0,0.0,0.0,,,,,,
6.0,NYJ,CB,D.Roberts,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,WR,C.Hogan,,,,,,,,,,0.0,,,,,,,19.0,1.0,0.0,0.0,,,,,,
6.0,NYJ,LB,J.Martin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,P,R.Allen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,SS,J.Richards,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,DEF,D.Wise,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,WR,D.Amendola,,,,,,,,,,0.0,,,,,,,40.0,3.0,0.0,0.0,,,,,,
6.0,NYJ,SS,R.Miles,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,P,L.Edwards,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,RB,M.Gillislee,,,,,,,,,,0.0,,,44.0,0.0,0.0,1.0,,,,,,,,,,
6.0,NYJ,LB,D.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,OLB,D.Lee,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,RB,J.White,,,,,,,,,,0.0,,,23.0,0.0,0.0,,22.0,4.0,0.0,0.0,,,,,,
6.0,NYJ,CB,M.Claiborne,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,DB,B.Skrine,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,
6.0,NE,OLB,K.Van Noy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,DT,A.Branch,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,WR,J.Kearse,,,,,,,,,,0.0,,,,,,,79.0,4.0,0.0,0.0,,,,,,
6.0,NE,SS,P.Chung,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,FS,D.McCourty,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,DEF,M.Maye,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,OLB,D.Bass,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,DE,C.Marsh,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,DT,M.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,LB,J.Stanford,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,WR,P.Dorsett,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,DE,K.Ealy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,OT,B.Shell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,DT,S.McLendon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,DB,B.King,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,RB,T.Cadet,,,,,,,,,,0.0,,,3.0,0.0,0.0,,26.0,3.0,0.0,0.0,,,,,,
6.0,NYJ,WR,E.Tomlinson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,DE,M.Pennel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,DEF,A.Butler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,FS,D.Harmon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,DT,L.Thomas,,,,,,,,,,0.0,,,,,,,5.0,1.0,0.0,0.0,,,,,,
6.0,NE,OT,M.Cannon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,DB,T.Brooks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,DE,M.Wilkerson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NE,LS,J.Cardona,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,NYJ,WR,X.Coleman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,SF,P,B.Pinion,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,SF,OLB,E.Harold,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
6.0,WAS,WR,J.Crowder,,,,,,,,,,0.0,,,11.0,0.0,0.0,,15.0,3.0,0.0,0.0,,,,,,
6.0,WAS,T,T.Williams,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,
6.0,WAS,RB,C.Thompson,,,,,,,,,,0.0,,,33.0,0.0,0.0,0.0,105.0,4.0,0.0,0.0,,,,,,
6.0,SF,,K.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
