week,team,position,player,team_defense_frec,team_defense_safe,team_puntret_tds,team_points_allowed,team_kickret_tds,team_defense_tds,team_defense_int,team_defense_sk,team_defense_two_pt_return,defense_two_pt_return,kicking_fgm_yds,kicking_xpmade,passing_yds,rushing_yds,passing_tds,passing_twoptm,rushing_tds,fumbles_lost,passing_ints,rushing_twoptm,receiving_yds,receiving_rec,receiving_tds,receiving_twoptm,defense_safe,defense_xpblk,defense_puntblk
10.0,CLE,OLB,J.Collins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,DEF,T.Coley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,DEF,J.Peppers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,P,S.Martin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,LB,N.Bellore,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,RB,D.Washington,,,,,,,,,,0.0,,,,,,,,,,,10.0,1.0,0.0,0.0,,,
10.0,CLE,WR,S.Coates,,,,,,,,,,0.0,,,,,,,,,,,38.0,2.0,0.0,0.0,,,
10.0,DET,CB,N.Lawson,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,
10.0,CLE,QB,D.Kizer,,,,,,,,,,0.0,,,232.0,57.0,1.0,0.0,1.0,,1.0,0.0,,,,,,,
10.0,DET,DE,C.Washington,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,RB,I.Crowell,,,,,,,,,,0.0,,,,90.0,,,1.0,,,0.0,5.0,1.0,0.0,0.0,,,
10.0,DET,DEF,J.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,DB,T.Wilson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,WR,D.Njoku,,,,,,,,,,0.0,,,,,,,,,,,3.0,1.0,0.0,0.0,,,
10.0,DET,WR,M.Jones,,,,,,,,,,0.0,,,,,,,,,,,22.0,1.0,0.0,0.0,,,
10.0,CLE,FS,D.Kindred,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,TE,E.Ebron,,,,,,,,,,0.0,,,,,,,,,,,39.0,2.0,1.0,0.0,,,
10.0,CLE,DEF,M.Garrett,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,C,G.Glasgow,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,WR,G.Tate,,,,,,,,,,0.0,,,,,,,,,,,97.0,6.0,1.0,0.0,,,
10.0,CLE,RB,D.Johnson,,,,,,,,,,0.0,,,,54.0,,,0.0,,,0.0,34.0,6.0,0.0,0.0,,,
10.0,DET,OLB,T.Whitehead,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,WR,K.Britt,,,,,,,,,,0.0,,,,,,,,,,,38.0,2.0,1.0,0.0,,,
10.0,CLE,OLB,J.Schobert,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,DEF,J.Burgess,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,DT,J.Meder,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,TE,D.Fells,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,WR,K.Golladay,,,,,,,,,,0.0,,,,,,,,,,,64.0,2.0,0.0,0.0,,,
10.0,DET,K,M.Prater,,,,,,,,,,0.0,46.0,5.0,,,,,,,,,,,,,,,
10.0,DET,MLB,P.Worrilow,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,DT,K.Thornton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,DE,J.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,WR,D.Vitale,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,DT,A.Zettel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,DT,A.Spence,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,CB,D.Slay,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,WR,R.Higgins,,,,,,,,,,0.0,,,,,,,,,,,34.0,4.0,0.0,0.0,,,
10.0,CLE,TE,S.DeValve,,,,,,,,,,0.0,,,,,,,,1.0,,,70.0,4.0,0.0,0.0,,,
10.0,CLE,G,K.Zeitler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,WR,J.Agnew,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,P,B.Colquitt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,ILB,C.Kirksey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,DL,D.Shelton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,WR,J.Valoaga,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,FS,G.Quin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,DEF,M.Jordan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,CB,J.McCourty,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,CB,B.Boddy-Calhoun,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,WR,R.Louis,,,,,,,,,,0.0,,,,,,,,,,,15.0,2.0,0.0,0.0,,,
10.0,DET,CB,Q.Diggs,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,WR,B.Treggs,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,DT,A.Robinson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,,T.Jones,,,,,,,,,,0.0,,,,,,,,,,,2.0,1.0,0.0,0.0,,,
10.0,DET,CB,D.Hayden,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,DEF,J.Ledbetter,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,DB,J.Taylor,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,QB,C.Kessler,,,,,,,,,,0.0,,,5.0,,0.0,0.0,,,0.0,,,,,,,,
10.0,CLE,FS,D.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,DEF,S.Longa,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,WR,M.Dayes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,DEF,B.Bello,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,DE,C.Nassib,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,DEF,Ch.Washington,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CLE,,J.Keyes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,DET,SS,M.Killebrew,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,P,R.Sanchez,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,LB,J.Bostic,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,WR,A.Brown,,,,,,,,,,0.0,,,,,,,,,,,47.0,3.0,0.0,0.0,,,
10.0,PIT,QB,B.Roethlisberger,,,,,,,,,,0.0,,,236.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,,,,
10.0,PIT,WR,M.Bryant,,,,,,,,,,0.0,,,,-9.0,,,0.0,,,0.0,42.0,3.0,0.0,1.0,,,
10.0,IND,DB,P.Desir,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,RB,F.Gore,,,,,,,,,,0.0,,,,54.0,,,0.0,,,0.0,7.0,1.0,0.0,0.0,,,
10.0,PIT,CB,S.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,OLB,B.Dupree,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,QB,J.Brissett,,,,,,,,,,0.0,,,222.0,7.0,2.0,0.0,0.0,,1.0,0.0,,,,,,,
10.0,PIT,DEF,M.Hilton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,ILB,A.Morrison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,RB,L.Bell,,,,,,,,,,0.0,,,,80.0,,,0.0,,,0.0,32.0,5.0,0.0,0.0,,,
10.0,IND,DT,J.Hankins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,DE,J.Sheard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,DE,M.Hunt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,
10.0,PIT,P,J.Berry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,WR,C.Rogers,,,,,,,,,,0.0,,,,3.0,,,0.0,,,0.0,104.0,6.0,1.0,0.0,,,
10.0,PIT,FS,M.Mitchell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,ILB,V.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,CB,A.Burns,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,WR,T.Hilton,,,,,,,,,,0.0,,,,,,,,,,,23.0,2.0,0.0,0.0,,,
10.0,IND,RB,M.Mack,,,,,,,,,,0.0,,,,7.0,,,0.0,,,0.0,19.0,2.0,0.0,0.0,,,
10.0,PIT,DE,S.Tuitt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,TE,J.Doyle,,,,,,,,,,0.0,,,,,,,,,,,9.0,2.0,0.0,0.0,,,
10.0,PIT,CB,J.Haden,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,NT,A.Woods,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,WR,J.Smith-Schuster,,,,,,,,,,0.0,,,,,,,,,,,97.0,5.0,1.0,0.0,,,
10.0,IND,DEF,N.Hairston,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,DT,H.Ridgeway,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,LS,K.Canaday,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,OLB,A.Moats,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,ILB,R.Shazier,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,WR,K.Kalis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,WR,D.Moncrief,,,,,,,,,,0.0,,,,,,,,,,,60.0,1.0,1.0,0.0,,,
10.0,IND,K,A.Vinatieri,,,,,,,,,,0.0,48.0,2.0,,,,,,,,,,,,,,,
10.0,IND,RB,J.Ferguson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,,J.George,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,FS,T.Green,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,TE,J.James,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,DE,C.Heyward,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,DEF,T.Watt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,TE,B.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,DB,C.Sensabaugh,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,WR,D.Daniels,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,DE,B.Mingo,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,CB,W.Gay,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,DB,M.Farley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,TE,V.McDonald,,,,,,,,,,0.0,,,,,,,,,,,16.0,2.0,1.0,0.0,,,
10.0,IND,,R.Melvin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,K,C.Boswell,,,,,,,,,,0.0,74.0,0.0,,,,,,,,,,,,,,,
10.0,PIT,WR,T.Watson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,DEF,A.Walker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,WR,E.Rogers,,,,,,,,,,0.0,,,,,,,,,,,2.0,1.0,0.0,0.0,,,
10.0,PIT,DT,J.Hargrave,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,LB,A.Chickillo,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,LB,L.Fort,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,,J.Mbu,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,DEF,G.Stewart,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,PIT,RB,J.Conner,,,,,,,,,,0.0,,,,12.0,,,0.0,,,0.0,,,,,,,
10.0,PIT,DT,T.Alualu,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,IND,CB,D.Butler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,DEF,D.Payne,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,DEF,D.King,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,K,J.Lambo,,,,,,,,,,0.0,64.0,0.0,,,,,,,,,,,,,,,
10.0,LAC,TE,H.Henry,,,,,,,,,,0.0,,,,,,,,,,,7.0,1.0,0.0,0.0,,,
10.0,LAC,QB,P.Rivers,,,,,,,,,,0.0,,,235.0,-1.0,2.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
10.0,JAX,SS,B.Church,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,RB,M.Gordon,,,,,,,,,,0.0,,,,27.0,,,0.0,,,0.0,15.0,5.0,0.0,0.0,,,
10.0,JAX,DT,M.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,RB,A.Ekeler,,,,,,,,,,0.0,,,,42.0,,,0.0,1.0,,0.0,77.0,5.0,2.0,0.0,,,
10.0,JAX,DB,T.Gipson,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,
10.0,JAX,CB,A.Bouye,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,OLB,T.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,P,D.Kaser,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,RB,L.Fournette,,,,,,,,,,0.0,,,,33.0,,,0.0,,,0.0,13.0,2.0,0.0,0.0,,,
10.0,LAC,,K.Toomer,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,FS,T.Boston,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,QB,B.Bortles,,,,,,,,,,0.0,,,273.0,34.0,1.0,1.0,0.0,,2.0,0.0,,,,,,,
10.0,JAX,WR,A.Hurns,,,,,,,,,,0.0,,,,,,,,,,,70.0,7.0,0.0,0.0,,,
10.0,LAC,ILB,D.Perryman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,WR,K.Cole,,,,,,,,,,0.0,,,,,,,,,,,61.0,3.0,0.0,0.0,,,
10.0,LAC,OLB,M.Ingram,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,P,B.Nortman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,CB,J.Ramsey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,WR,K.Allen,,,,,,,,,,0.0,,,,6.0,,,0.0,,,0.0,48.0,4.0,0.0,0.0,,,
10.0,LAC,DEF,R.Jenkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,WR,J.Mickens,,,,,,,,,,0.0,,,,,,,,,,,11.0,1.0,0.0,0.0,,,
10.0,LAC,OLB,J.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,WR,M.Lee,,,,,,,,,,0.0,,,,,,,,,,,55.0,6.0,1.0,1.0,,,
10.0,LAC,DB,C.Hayward,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,WR,Ty.Williams,,,,,,,,,,0.0,,,,,,,,,,,49.0,2.0,0.0,0.0,,,
10.0,JAX,WR,D.Smoot,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,LB,L.McCray,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,OLB,K.Emanuel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,DEF,Tr.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,RB,T.Yeldon,,,,,,,,,,0.0,,,,11.0,,,0.0,,,0.0,39.0,6.0,0.0,0.0,,,
10.0,LAC,DE,J.Bosa,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,RB,C.Grant,,,,,,,,,,0.0,,,,56.0,,,1.0,,,0.0,,,,,,,
10.0,LAC,DE,C.Liuget,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,
10.0,JAX,DB,J.Wilson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,CB,A.Colvin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,DT,M.Dareus,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,WR,M.Williams,,,,,,,,,,0.0,,,,,,,,,,,24.0,2.0,0.0,0.0,,,
10.0,JAX,DE,C.Campbell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,OLB,M.Jack,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,WR,T.Benjamin,,,,,,,,,,0.0,,,,13.0,,,0.0,,,0.0,,,,,,,
10.0,JAX,DE,Y.Ngakoue,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,DE,T.Palepoi,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,SS,J.Addae,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,DT,A.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,TE,A.Gates,,,,,,,,,,0.0,,,,,,,,,,,3.0,1.0,0.0,0.0,,,
10.0,JAX,TE,B.Koyack,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,RB,C.Ivory,,,,,,,,,,0.0,,,,1.0,,,0.0,,,0.0,-5.0,1.0,0.0,0.0,,,
10.0,LAC,FB,D.Watt,,,,,,,,,,0.0,,,,,,,,,,,12.0,1.0,0.0,0.0,,,
10.0,LAC,K,N.Novak,,,,,,,,,,0.0,50.0,2.0,,,,,,,,,,,,,,,
10.0,LAC,NT,D.Square,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,TE,M.Lewis,,,,,,,,,,0.0,,,,,,,,,,,29.0,2.0,0.0,0.0,,,
10.0,JAX,TE,J.O'Shaughnessy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,DEF,M.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,DE,D.Philon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,MLB,P.Posluszny,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,DEF,J.Onwualu,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,,T.Bohanon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,DB,P.Thompson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,LAC,WR,D.Feeney,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,JAX,WR,C.Robinson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,K,P.Murray,,,,,,,,,,0.0,115.0,0.0,,,,,,,,,,,,,,,
10.0,TB,SS,K.Tandy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,,F.Martino,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,WR,J.Natson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,T,B.Qvale,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,DE,R.Ayers Jr.,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,RB,B.Powell,,,,,,,,,,0.0,,,,30.0,,,0.0,1.0,,0.0,6.0,1.0,0.0,0.0,,,
10.0,NYJ,G,B.Winters,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,DT,G.McCoy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,QB,J.McCown,,,,,,,,,,0.0,,,262.0,,1.0,0.0,,0.0,1.0,,,,,,,,
10.0,NYJ,WR,J.Kearse,,,,,,,,,,0.0,,,,,,,,,,,35.0,4.0,0.0,0.0,,,
10.0,NYJ,RB,E.McGuire,,,,,,,,,,0.0,,,,22.0,,,0.0,,,0.0,36.0,4.0,0.0,0.0,,,
10.0,NYJ,P,L.Edwards,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,LB,D.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,RB,D.Martin,,,,,,,,,,0.0,,,,51.0,,,0.0,,,0.0,,,,,,,
10.0,NYJ,OLB,J.Jenkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,LB,J.Martin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,QB,R.Fitzpatrick,,,,,,,,,,0.0,,,187.0,9.0,1.0,0.0,0.0,,1.0,0.0,,,,,,,
10.0,NYJ,DE,M.Wilkerson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,P,B.Anger,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,DEF,J.Evans,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,OLB,L.David,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,
10.0,TB,WR,B.Reedy,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,
10.0,NYJ,DT,S.McLendon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,DT,L.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,WR,D.Jackson,,,,,,,,,,0.0,,,,,,,,,,,82.0,6.0,0.0,0.0,,,
10.0,NYJ,OLB,D.Lee,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,WR,A.Humphries,,,,,,,,,,0.0,,,,,,,,,,,17.0,2.0,0.0,0.0,,,
10.0,NYJ,DB,B.Skrine,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,DEF,Ja.Adams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,TE,C.Brate,,,,,,,,,,0.0,,,,,,,,,,,10.0,1.0,0.0,0.0,,,
10.0,NYJ,CB,D.Roberts,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,WR,C.Godwin,,,,,,,,,,0.0,,,,,,,,,,,68.0,5.0,0.0,0.0,,,
10.0,NYJ,CB,M.Claiborne,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,,J.Rodgers,,,,,,,,,,0.0,,,,12.0,,,0.0,,,0.0,,,,,,,
10.0,TB,OT,D.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,DEF,M.Maye,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,OG,J.Sweezy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,RB,C.Sims III,,,,,,,,,,0.0,,,,20.0,,,0.0,,,0.0,10.0,3.0,1.0,0.0,,,
10.0,TB,SS,T.Ward,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,DB,B.Grimes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,TE,A.Seferian-Jenkins,,,,,,,,,,0.0,,,,,,,,,,,67.0,6.0,0.0,0.0,,,
10.0,TB,MLB,K.Alexander,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,WR,R.Anderson,,,,,,,,,,0.0,,,,,,,,,,,85.0,4.0,1.0,0.0,,,
10.0,TB,DE,C.Baker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,CB,V.Hargreaves III,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,CB,R.Robinson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,RB,P.Barber,,,,,,,,,,0.0,,,,-2.0,,,0.0,,,0.0,,,,,,,
10.0,TB,CB,R.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,TE,N.Sterling,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,DEF,K.Beckwith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,WR,A.Stewart,,,,,,,,,,0.0,,,,4.0,,,0.0,,,0.0,0.0,1.0,0.0,0.0,,,
10.0,TB,DE,W.Clarke,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,SS,C.Conte,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,K,C.Catanzaro,,,,,,,,,,0.0,47.0,1.0,,,,,,,,,,,,,,,
10.0,NYJ,DEF,F.Bishop,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,DE,K.Ealy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,DE,D.Tapp,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,DB,T.Brooks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,DB,J.Robinson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,NYJ,WR,C.Hansen,,,,,,,,,,0.0,,,,,,,,,,,33.0,3.0,0.0,0.0,,,
10.0,TB,DEF,J.Elliott,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TB,DT,C.McDonald,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,TEN,K,R.Succop,,,,,,,,,,0.0,44.0,3.0,,,,,,,,,,,,,,,
10.0,TEN,CB,L.Sims,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CIN,WR,B.LaFell,,,,,,,,,,0.0,,,,,,,,,,,95.0,6.0,1.0,0.0,,,
10.0,CIN,QB,A.Dalton,,,,,,,,,,0.0,,,265.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,,,
10.0,TEN,RB,A.Jackson,,,,,,,,,,0.0,,,,30.0,,,0.0,,,0.0,,,,,,,
10.0,CIN,WR,J.Malone,,,,,,,,,,0.0,,,,,,,,,,,6.0,1.0,0.0,0.0,,,
10.0,CIN,TE,T.Kroft,,,,,,,,,,0.0,,,,,,,,,,,4.0,1.0,0.0,0.0,,,
10.0,CIN,SAF,C.Fejedelem,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10.0,CIN,P,K.Huber,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
