week,team,position,player,team_defense_frec,team_defense_safe,team_puntret_tds,team_points_allowed,team_kickret_tds,team_defense_tds,team_defense_int,team_defense_sk,team_defense_two_pt_return,defense_two_pt_return,kicking_xpmade,rushing_tds,receiving_rec,rushing_yds,receiving_yds,receiving_tds,receiving_twoptm,rushing_twoptm,fumbles_lost,passing_yds,passing_tds,passing_twoptm,passing_ints,kicking_fgm_yds,defense_puntblk,defense_safe,defense_fgblk
9.0,JAX,RB,T.Yeldon,,,,,,,,,,0.0,,0.0,2.0,41.0,11.0,0.0,0.0,0.0,1.0,,,,,,,,
9.0,CIN,DE,C.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,OG,T.Shatley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,DE,Y.Ngakoue,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,RB,J.Mixon,,,,,,,,,,0.0,,1.0,3.0,31.0,15.0,0.0,0.0,0.0,,,,,,,,,
9.0,JAX,OLB,T.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,DT,A.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,DB,T.Gipson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,QB,A.Dalton,,,,,,,,,,0.0,,0.0,,-1.0,,,,0.0,,136.0,0.0,0.0,0.0,,,,
9.0,JAX,OLB,M.Jack,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,P,K.Huber,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,DEF,J.Mickens,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,DEF,R.Glasgow,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,CB,D.Dennard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,CB,D.Kirkpatrick,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,CB,J.Shaw,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,ILB,N.Vigil,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,K,J.Lambo,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,113.0,,,
9.0,CIN,WR,A.Erickson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,SS,B.Church,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,WR,J.Malone,,,,,,,,,,0.0,,,1.0,,13.0,0.0,0.0,,,,,,,,,,
9.0,CIN,WR,A.Green,,,,,,,,,,0.0,,,1.0,,6.0,0.0,0.0,,,,,,,,,,
9.0,JAX,CB,J.Ramsey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,DEF,J.Willis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,WR,A.Hurns,,,,,,,,,,0.0,,,3.0,,31.0,0.0,0.0,,,,,,,,,,
9.0,JAX,WR,A.Benn,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,DT,M.Dareus,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,MLB,P.Posluszny,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,TE,T.Kroft,,,,,,,,,,0.0,,,2.0,,79.0,0.0,0.0,,,,,,,,,,
9.0,CIN,OT,A.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,DEF,B.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,NT,A.Billings,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,TE,J.O'Shaughnessy,,,,,,,,,,0.0,,,1.0,,6.0,0.0,0.0,,,,,,,,,,
9.0,JAX,LB,L.McCray,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,DT,M.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,CB,A.Colvin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,WR,B.LaFell,,,,,,,,,,0.0,,,2.0,,28.0,0.0,0.0,,,,,,,,,,
9.0,CIN,OT,C.Ogbuehi,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,SAF,C.Fejedelem,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,OLB,V.Rey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,DE,C.Dunlap,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,DEF,D.Payne,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,RB,G.Bernard,,,,,,,,,,0.0,,0.0,1.0,-1.0,-5.0,0.0,0.0,0.0,,,,,,,,,
9.0,JAX,DE,C.Campbell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,LS,M.Overton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,P,B.Nortman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,C,R.Bodine,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,CIN,TE,C.Uzomah,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,JAX,,T.Bohanon,,,,,,,,,,0.0,,,1.0,,6.0,0.0,0.0,,,,,,,,,,
9.0,JAX,T,J.Wells,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,K,P.Murray,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,50.0,,,
9.0,NO,WR,T.Lewis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,,J.Rodgers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,MLB,K.Alexander,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,QB,D.Brees,,,,,,,,,,0.0,,0.0,,2.0,,,,0.0,0.0,263.0,2.0,0.0,0.0,,,,
9.0,TB,CB,R.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,WR,T.Ginn,,,,,,,,,,0.0,,,4.0,,59.0,1.0,0.0,,0.0,,,,,,,,
9.0,NO,RB,A.Kamara,,,,,,,,,,0.0,,1.0,6.0,68.0,84.0,1.0,0.0,0.0,1.0,,,,,,,,
9.0,TB,DEF,J.Evans,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,OLB,L.David,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,WR,M.Thomas,,,,,,,,,,0.0,,,8.0,,65.0,0.0,0.0,,,,,,,,,,
9.0,TB,DB,R.McClain,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,CB,V.Hargreaves III,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,DT,G.McCoy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,SS,C.Conte,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,RB,M.Ingram,,,,,,,,,,0.0,,0.0,1.0,77.0,2.0,0.0,0.0,0.0,,,,,,,,,
9.0,TB,DT,C.McDonald,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,K,W.Lutz,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,40.0,,,
9.0,TB,RB,D.Martin,,,,,,,,,,0.0,,0.0,,7.0,,,,0.0,,,,,,,,,
9.0,NO,DE,C.Jordan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,DT,T.Davison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,QB,J.Winston,,,,,,,,,,0.0,,0.0,,8.0,,,,0.0,,67.0,0.0,0.0,0.0,,,,
9.0,NO,MLB,A.Klein,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,RB,C.Sims III,,,,,,,,,,0.0,,,2.0,,11.0,0.0,0.0,,,,,,,,,,
9.0,TB,OLB,D.Bond,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,WR,J.Hardee,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,
9.0,TB,P,B.Anger,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,P,T.Morstead,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,ILB,M.Te'o,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,WR,O.Howard,,,,,,,,,,0.0,,,1.0,,6.0,0.0,0.0,,1.0,,,,,,,,
9.0,TB,OG,J.Sweezy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,WR,D.Jackson,,,,,,,,,,0.0,,0.0,2.0,8.0,25.0,0.0,0.0,0.0,,,,,,,,,
9.0,NO,CB,K.Crawley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,DEF,M.Lattimore,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,TE,C.Brate,,,,,,,,,,0.0,,,1.0,,9.0,0.0,0.0,,,,,,,,,,
9.0,NO,LB,C.Robertson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,OLB,A.Okafor,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,WR,M.Evans,,,,,,,,,,0.0,,,1.0,,13.0,0.0,0.0,,,,,,,,,,
9.0,TB,DE,R.Ayers Jr.,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,WR,B.Reedy,,,,,,,,,,0.0,,,1.0,,15.0,0.0,0.0,,,,,,,,,,
9.0,NO,WR,B.Coleman,,,,,,,,,,0.0,,,1.0,,7.0,0.0,0.0,,,,,,,,,,
9.0,TB,SS,T.Ward,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,
9.0,TB,DEF,K.Beckwith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,TE,C.Fleener,,,,,,,,,,0.0,,,2.0,,46.0,0.0,0.0,,,,,,,,,,
9.0,NO,FB,Z.Line,,,,,,,,,,0.0,,0.0,,4.0,,,,0.0,,,,,,,,,
9.0,NO,DT,D.Onyemata,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,DEF,M.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,RB,P.Barber,,,,,,,,,,0.0,,0.0,2.0,34.0,20.0,0.0,0.0,0.0,,,,,,,,,
9.0,NO,SS,K.Vaccaro,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,T,D.Dotson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,CB,P.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,DE,C.Baker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,C,M.Unger,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,
9.0,TB,WR,A.Humphries,,,,,,,,,,0.0,,,2.0,,14.0,0.0,0.0,,,,,,,,,,
9.0,NO,FS,V.Bell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,QB,R.Fitzpatrick,,,,,,,,,,0.0,,0.0,,30.0,,,,0.0,,68.0,1.0,0.0,0.0,,,,
9.0,TB,DE,W.Gholston,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,CB,C.Banjo,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,
9.0,NO,OLB,H.Kikaha,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,SS,K.Tandy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TB,TE,L.Stocker,,,,,,,,,,0.0,,,2.0,,13.0,1.0,0.0,,,,,,,,,,
9.0,TB,WR,C.Godwin,,,,,,,,,,0.0,,,1.0,,9.0,0.0,0.0,,0.0,,,,,,,,
9.0,NO,DEF,T.Hendrickson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NO,WR,W.Snead,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,
9.0,TB,,R.Russell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,K,G.Zuerlein,,,,,,,,,,0.0,6.0,,,,,,,,,,,,,120.0,,,
9.0,NYG,RB,O.Darkwa,,,,,,,,,,0.0,,0.0,2.0,71.0,8.0,0.0,0.0,0.0,,,,,,,,,
9.0,LA,DT,A.Donald,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,
9.0,LA,DE,R.Quinn,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,CB,T.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,OLB,M.Barron,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,QB,E.Manning,,,,,,,,,,0.0,,,,,,,,,1.0,220.0,2.0,0.0,1.0,,,,
9.0,NYG,WR,E.Engram,,,,,,,,,,0.0,,,4.0,,70.0,1.0,0.0,,,,,,,,,,
9.0,LA,CB,L.Joyner,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,OG,D.Fluker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,OT,B.Hart,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,OLB,C.Barwin,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,
9.0,NYG,SAF,D.Thompson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,RB,T.Gurley,,,,,,,,,,0.0,,2.0,2.0,59.0,45.0,0.0,0.0,0.0,,,,,,,,,
9.0,NYG,DEF,C.Grant,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,CB,D.Rodgers-Cromartie,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,QB,J.Goff,,,,,,,,,,0.0,,,,,,,,,,311.0,4.0,0.0,0.0,,,,
9.0,NYG,DEF,A.Moss,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,TE,T.Higbee,,,,,,,,,,0.0,,,1.0,,8.0,1.0,0.0,,,,,,,,,,
9.0,NYG,RB,S.Vereen,,,,,,,,,,0.0,,,3.0,,14.0,0.0,0.0,,,,,,,,,,
9.0,LA,ILB,B.Hager,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,DEF,S.Ebukam,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,OLB,A.Ogletree,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,DT,M.Brockers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,WR,R.Lewis,,,,,,,,,,0.0,,,1.0,,4.0,0.0,0.0,,,,,,,,,,
9.0,LA,DEF,J.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,DB,N.Robey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,WR,S.Shepard,,,,,,,,,,0.0,,,5.0,,70.0,0.0,0.0,,,,,,,,,,
9.0,LA,DT,T.Walker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,DE,M.Longacre,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,CB,K.Webster,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,WR,T.King,,,,,,,,,,0.0,,,3.0,,33.0,1.0,0.0,,,,,,,,,,
9.0,NYG,RB,W.Gallman,,,,,,,,,,0.0,,0.0,,41.0,,,,0.0,1.0,,,,,,,,
9.0,NYG,K,A.Rosas,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,50.0,,,
9.0,LA,WR,T.Austin,,,,,,,,,,0.0,,0.0,0.0,34.0,9.0,0.0,0.0,0.0,,,,,,,,,
9.0,NYG,FS,L.Collins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,DT,D.Harrison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,TE,D.Carrier,,,,,,,,,,0.0,,,1.0,,5.0,0.0,0.0,,,,,,,,,,
9.0,LA,WR,S.Watkins,,,,,,,,,,0.0,,,1.0,,67.0,1.0,0.0,,,,,,,,,,
9.0,LA,WR,G.Everett,,,,,,,,,,0.0,,0.0,1.0,13.0,44.0,0.0,0.0,0.0,,,,,,,,,
9.0,LA,OT,R.Havenstein,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,DEF,D.Tomlinson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,WR,C.Kupp,,,,,,,,,,0.0,,,3.0,,54.0,0.0,0.0,,,,,,,,,,
9.0,LA,DEF,B.Countess,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,G,J.Jerry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,DE,J.Pierre-Paul,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,G,R.Saffold,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,DT,J.Bromley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,WR,R.Woods,,,,,,,,,,0.0,,,4.0,,70.0,2.0,0.0,,,,,,,,,,
9.0,NYG,P,B.Wing,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,WR,P.Cooper,,,,,,,,,,0.0,,,1.0,,9.0,0.0,0.0,,,,,,,,,,
9.0,LA,CB,T.Hill,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,DB,R.Cockrell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,DEF,M.Fox,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,WR,J.Reynolds,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,P,J.Hekker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,WR,E.Eagan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,OLB,D.Kennard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,DEF,C.Munson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,TE,R.Ellison,,,,,,,,,,0.0,,,2.0,,21.0,0.0,0.0,,,,,,,,,,
9.0,NYG,DEF,A.Adams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,OLB,C.Littleton,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,
9.0,NYG,CB,E.Apple,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,RB,M.Brown,,,,,,,,,,0.0,,0.0,,57.0,,,,0.0,0.0,,,,,,,,
9.0,LA,WR,D.Hatfield,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,DB,M.Christian,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,,J.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,LB,K.Robinson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,DE,D.Taylor,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,NYG,QB,G.Smith,,,,,,,,,,0.0,,0.0,,-1.0,,,,0.0,,0.0,0.0,0.0,0.0,,,,
9.0,NYG,SS,N.Berhe,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,QB,S.Mannion,,,,,,,,,,0.0,,0.0,,-1.0,,,,0.0,,,,,,,,,
9.0,NYG,DEF,N.Harris,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,LA,C,A.Blythe,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,
9.0,PHI,K,J.Elliott,,,,,,,,,,0.0,6.0,,,,,,,,,,,,,45.0,,,
9.0,PHI,DE,F.Cox,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,FS,J.Mills,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,WR,D. Thomas,,,,,,,,,,0.0,,,8.0,,70.0,1.0,0.0,,,,,,,,,,
9.0,DEN,QB,B.Osweiler,,,,,,,,,,0.0,,,,,,,,,0.0,208.0,1.0,0.0,2.0,,,,
9.0,DEN,RB,C.Anderson,,,,,,,,,,0.0,,0.0,,13.0,,,,0.0,,,,,,,,,
9.0,PHI,DE,T.Jernigan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,DEF,D.Barnett,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,DE,C.Long,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,DB,P.Robinson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,WR,C.Latimer,,,,,,,,,,0.0,,,2.0,,51.0,0.0,0.0,,,,,,,,,,
9.0,PHI,DEF,R.Douglas,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,DEF,G.Bolles,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,WR,E.Sanders,,,,,,,,,,0.0,,,1.0,,30.0,0.0,0.0,,,,,,,,,,
9.0,PHI,ILB,M.Kendricks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,K,B.McManus,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,129.0,,,
9.0,DEN,ILB,B.Marshall,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,
9.0,PHI,TE,B.Celek,,,,,,,,,,0.0,,,3.0,,39.0,0.0,0.0,,,,,,,,,,
9.0,PHI,QB,C.Wentz,,,,,,,,,,0.0,,0.0,,8.0,,,,0.0,,199.0,4.0,0.0,0.0,,,,
9.0,DEN,DT,D.Peko,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,RB,L.Blount,,,,,,,,,,0.0,,0.0,,37.0,,,,0.0,,,,,,,,,
9.0,PHI,TE,T.Burton,,,,,,,,,,0.0,,,2.0,,41.0,1.0,0.0,,,,,,,,,,
9.0,DEN,FS,B.Roby,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,LB,Z.Anderson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,LB,S.Ray,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,,S.Harris,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,RB,C.Clement,,,,,,,,,,0.0,,2.0,1.0,51.0,15.0,1.0,0.0,0.0,,,,,,,,,
9.0,DEN,CB,A.Talib,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,WR,A.Jeffery,,,,,,,,,,0.0,,,6.0,,84.0,2.0,0.0,,,,,,,,,,
9.0,PHI,DB,R.McLeod,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,RB,D.Booker,,,,,,,,,,0.0,,0.0,2.0,21.0,9.0,0.0,0.0,0.0,,,,,,,,,
9.0,DEN,LB,K.Snyder,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,DE,V.Curry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,OLB,B.Graham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,RB,J.Charles,,,,,,,,,,0.0,,0.0,4.0,1.0,23.0,0.0,0.0,0.0,,,,,,,,,
9.0,DEN,FS,J.Simmons,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,RB,K.Barner,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,P,R.Dixon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,WR,T.Smith,,,,,,,,,,0.0,,,1.0,,11.0,0.0,0.0,,,,,,,,,,
9.0,DEN,OLB,V.Miller,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,DB,W.Parks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,DEF,N.Gerry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,DT,D.Vaeao,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,NT,B.Allen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,G,R.Leary,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,FS,C.Graham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,WR,I.McKenzie,,,,,,,,,,0.0,,,1.0,,14.0,0.0,0.0,,,,,,,,,,
9.0,PHI,RB,J.Ajayi,,,,,,,,,,0.0,,1.0,,77.0,,,,0.0,,,,,,,,,
9.0,PHI,P,D.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,FS,M.Jenkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,WR,N.Agholor,,,,,,,,,,0.0,,,2.0,,36.0,0.0,0.0,,,,,,,,,,
9.0,DEN,CB,C.Harris,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,DE,D.Wolfe,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,OLB,S.Barrett,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,DE,Z.Kerr,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,ILB,J.Walker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,TE,A.Derby,,,,,,,,,,0.0,,,1.0,,11.0,0.0,0.0,,,,,,,,,,
9.0,PHI,LB,N.Bradham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,DB,J.Watkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,WR,M.Hollins,,,,,,,,,,0.0,,,1.0,,8.0,0.0,0.0,,,,,,,,,,
9.0,PHI,OLB,K.Grugier-Hill,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,DEF,J.Carter,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,FB,A.Janovich,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,WR,M.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,DT,A.Gotsis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,C,M.Paradis,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,
9.0,PHI,QB,N.Foles,,,,,,,,,,0.0,,0.0,,-1.0,,,,0.0,1.0,35.0,0.0,0.0,0.0,,,,
9.0,PHI,,D.McDougle,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,TE,J.Heuerman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,DEN,WR,B.Fowler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,PHI,RB,W.Smallwood,,,,,,,,,,0.0,,0.0,,25.0,,,,0.0,,,,,,,,,
9.0,PHI,,N.Goode,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,BAL,K,J.Tucker,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,79.0,,,
9.0,BAL,CB,J.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9.0,TEN,QB,M.Mariota,,,,,,,,,,0.0,,0.0,,6.0,,,,0.0,,218.0,2.0,0.0,1.0,,,,
