week,team,position,player,team_defense_frec,team_defense_safe,team_puntret_tds,team_points_allowed,team_kickret_tds,team_defense_tds,team_defense_int,team_defense_sk,team_defense_two_pt_return,defense_two_pt_return,passing_yds,passing_twoptm,passing_ints,passing_tds,receiving_rec,receiving_yds,receiving_tds,receiving_twoptm,rushing_yds,rushing_tds,rushing_twoptm,fumbles_lost,kicking_xpmade,kicking_fgm_yds,defense_fgblk,defense_xpblk,defense_puntblk,fumbles_rec_tds
15.0,KC,OG,L.Duvernay-Tardif,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,KC,NT,B.Logan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,LAC,DEF,R.Jenkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,LAC,WR,S.Tevi,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,KC,,T.Mitchell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,KC,CB,K.Acker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,LAC,OLB,H.Pullard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,LAC,RB,B.Oliver,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,LAC,OLB,K.Emanuel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,CB,A.Verner,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,,C.Parkey,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,95.0,,,,
15.0,BUF,WR,B.Tate,,,,,,,,,,0.0,,,,,1.0,21.0,0.0,0.0,,,,,,,,,,
15.0,BUF,FB,P.DiMarco,,,,,,,,,,0.0,,,,,1.0,6.0,0.0,0.0,,,,,,,,,,
15.0,BUF,QB,T.Taylor,,,,,,,,,,0.0,224.0,0.0,0.0,1.0,,,,,42.0,1.0,0.0,,,,,,,
15.0,BUF,TE,C.Clay,,,,,,,,,,0.0,,,,,5.0,68.0,0.0,0.0,,,,,,,,,,
15.0,MIA,DT,N.Suh,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,MLB,S.Anthony,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,LB,K.Alonso,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,RB,L.McCoy,,,,,,,,,,0.0,,,,,4.0,46.0,1.0,0.0,51.0,1.0,0.0,,,,,,,
15.0,MIA,ILB,L.Timmons,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,DEF,C.Allen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,TE,N.O'Leary,,,,,,,,,,0.0,,,,,2.0,33.0,0.0,0.0,,,,,,,,,,
15.0,MIA,SS,R.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,RB,T.Cadet,,,,,,,,,,0.0,,,,,1.0,14.0,0.0,0.0,24.0,0.0,0.0,,,,,,,
15.0,MIA,SS,T.McDonald,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,K,S.Hauschka,,,,,,,,,,0.0,,,,,,,,,,,,,3.0,34.0,,,,
15.0,BUF,DEF,T.White,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,QB,J.Cutler,,,,,,,,,,0.0,274.0,0.0,3.0,0.0,,,,,8.0,0.0,0.0,0.0,,,,,,
15.0,MIA,TE,J.Thomas,,,,,,,,,,0.0,,,,,2.0,15.0,0.0,0.0,,,,,,,,,,
15.0,BUF,,L.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,DT,K.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,RB,K.Drake,,,,,,,,,,0.0,,,,,6.0,35.0,0.0,0.0,78.0,1.0,0.0,,,,,,,
15.0,BUF,SS,M.Hyde,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,OT,L.Tunsil,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,WR,J.Landry,,,,,,,,,,0.0,,,,,10.0,99.0,0.0,0.0,,,,,,,,,,
15.0,MIA,LB,M.Hull,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,P,M.Haack,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,WR,D.Thompson,,,,,,,,,,0.0,,,,,1.0,16.0,0.0,0.0,,,,,,,,,,
15.0,MIA,DE,C.Wake,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,DEF,C.Harris,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,P,C.Schmidt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,DEF,T.Vallejo,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,WR,J.Grant,,,,,,,,,,0.0,,,,,1.0,13.0,0.0,0.0,7.0,0.0,0.0,,,,,,,
15.0,BUF,LB,L.Alexander,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,TE,A.Fasano,,,,,,,,,,0.0,,,,,2.0,15.0,0.0,0.0,,,,,,,,,,
15.0,BUF,MLB,P.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,FS,J.Poyer,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,WR,D.Parker,,,,,,,,,,0.0,,,,,6.0,89.0,0.0,0.0,,,,,,,,,,
15.0,BUF,,R.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,DEF,T.McTyer,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,DEF,D.Godchaux,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,DEF,V.Taylor,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,CB,E.Gaines,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,LB,R.Humber,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,DE,J.Hughes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,WR,K.Stills,,,,,,,,,,0.0,,,,,1.0,8.0,0.0,0.0,,,,,,,,,,
15.0,BUF,DEF,E.Yarbrough,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,TE,M.Gray,,,,,,,,,,0.0,,,,,,,,,7.0,0.0,0.0,,,,,,,
15.0,MIA,CB,X.Howard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,CB,S.Wright,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,
15.0,BUF,DT,A.Washington,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,DEF,M.Milano,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,DT,C.Thornton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,CB,B.McCain,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,WR,K.Benjamin,,,,,,,,,,0.0,,,,,2.0,20.0,0.0,0.0,,,,,,,,,,
15.0,BUF,,D.Lacey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,WR,Z.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,DE,T.Fede,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,OT,J.Mills,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,MIA,DEF,C.Malveaux,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BUF,DEF,N.Capi,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,K,G.Gano,,,,,,,,,,0.0,,,,,,,,,,,,,4.0,33.0,,,,
15.0,GB,QB,A.Rodgers,,,,,,,,,,0.0,290.0,0.0,3.0,3.0,,,,,43.0,0.0,0.0,,,,,,,
15.0,CAR,CB,D.Worley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,WR,D.Adams,,,,,,,,,,0.0,,,,,5.0,57.0,1.0,0.0,,,,,,,,,,
15.0,GB,RB,J.Williams,,,,,,,,,,0.0,,,,,,,,,30.0,0.0,0.0,,,,,,,
15.0,GB,WR,J.Nelson,,,,,,,,,,0.0,,,,,3.0,28.0,0.0,0.0,,,,,,,,,,
15.0,GB,WR,R.Cobb,,,,,,,,,,0.0,,,,,7.0,84.0,1.0,0.0,,,,,,,,,,
15.0,CAR,FS,K.Coleman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,P,J.Vogel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,DEF,V.Biegel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,WR,K.Clay,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,NT,K.Clark,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,RB,C.McCaffrey,,,,,,,,,,0.0,,,,,6.0,73.0,1.0,0.0,63.0,0.0,0.0,,,,,,,
15.0,GB,LB,J.Thomas,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,ILB,B.Martinez,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,QB,C.Newton,,,,,,,,,,0.0,242.0,0.0,0.0,4.0,,,,,58.0,0.0,0.0,,,,,,,
15.0,CAR,TE,G.Olsen,,,,,,,,,,0.0,,,,,9.0,116.0,1.0,0.0,,,,,,,,,,
15.0,GB,ILB,C.Matthews,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,DEF,J.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,,J.Whitehead,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,RB,J.Stewart,,,,,,,,,,0.0,,,,,1.0,9.0,0.0,0.0,27.0,0.0,0.0,,,,,,,
15.0,GB,OLB,A.Brooks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,SS,M.Burnett,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,DB,C.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,MLB,L.Kuechly,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,DEF,B.Cox,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,FS,J.Byrd,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,K,M.Crosby,,,,,,,,,,0.0,,,,,,,,,,,,,3.0,28.0,,,,
15.0,CAR,WR,D.Byrd,,,,,,,,,,0.0,,,,,3.0,25.0,2.0,0.0,,,,,,,,,,
15.0,GB,DE,M.Daniels,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,FS,H.Clinton-Dix,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,WR,D.Funchess,,,,,,,,,,0.0,,,,,1.0,19.0,0.0,0.0,,,,,,,,,,
15.0,GB,WR,G.Allison,,,,,,,,,,0.0,,,,,5.0,33.0,0.0,0.0,,,,1.0,,,,,,
15.0,CAR,CB,J.Bradberry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,CB,J.Hawkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,P,M.Palardy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,CB,K.Seymour,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,SS,M.Adams,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,
15.0,GB,RB,A.Jones,,,,,,,,,,0.0,,,,,1.0,6.0,0.0,0.0,47.0,0.0,0.0,,,,,,,
15.0,CAR,OLB,A.Gachkar,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,WR,T.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,TE,R.Rodgers,,,,,,,,,,0.0,,,,,4.0,77.0,1.0,0.0,,,,,,,,,,
15.0,CAR,DE,M.Addison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,,W.Horton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,DE,D.Lowry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,DB,M.Evans,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,DEF,L.Pipkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,CB,D.Randall,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,WR,R.Shepard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,OLB,J.Peppers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,OLB,T.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CAR,RB,F.Whittaker,,,,,,,,,,0.0,,,,,,,,,3.0,0.0,0.0,,,,,,,
15.0,CAR,DT,K.Short,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,GB,TE,L.Kendricks,,,,,,,,,,0.0,,,,,1.0,5.0,0.0,0.0,,,,,,,,,,
15.0,CAR,DT,S.Lotulelei,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,K,Z.Gonzalez,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,45.0,,,,
15.0,BAL,RB,A.Collins,,,,,,,,,,0.0,,,,,5.0,33.0,0.0,0.0,19.0,0.0,0.0,,,,,,,
15.0,CLE,OLB,J.Schobert,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,DEF,J.Burgess Jr.,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,QB,J.Flacco,,,,,,,,,,0.0,288.0,0.0,0.0,1.0,,,,,3.0,1.0,0.0,,,,,,,
15.0,BAL,WR,J.Maclin,,,,,,,,,,0.0,,,,,1.0,22.0,0.0,0.0,,,,,,,,,,
15.0,CLE,DEF,J.Peppers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,ILB,C.Kirksey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,RB,J.Allen,,,,,,,,,,0.0,,,,,1.0,4.0,0.0,0.0,70.0,0.0,0.0,,,,,,,
15.0,BAL,WR,M.Wallace,,,,,,,,,,0.0,,,,,6.0,89.0,0.0,0.0,,,,,,,,,,
15.0,CLE,CB,J.McCourty,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,FS,D.Kindred,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,TE,N.Boyle,,,,,,,,,,0.0,,,,,1.0,9.0,0.0,0.0,,,,,,,,,,
15.0,CLE,DEF,T.Coley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,DEF,M.Jordan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,DE,C.Nassib,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,RB,D.Woodhead,,,,,,,,,,0.0,,,,,6.0,31.0,0.0,0.0,1.0,0.0,0.0,,,,,,,
15.0,BAL,K,J.Tucker,,,,,,,,,,0.0,,,,,,,,,,,,,3.0,74.0,,,,
15.0,BAL,CB,L.Webb,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,DT,M.Pierce,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,RB,I.Crowell,,,,,,,,,,0.0,,,,,4.0,-7.0,0.0,0.0,72.0,0.0,0.0,,,,,,,
15.0,BAL,OLB,T.Suggs,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,DEF,P.Onwuasor,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,WR,J.Gordon,,,,,,,,,,0.0,,,,,5.0,47.0,0.0,0.0,,,,,,,,,,
15.0,BAL,ILB,C.Mosley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,QB,D.Kizer,,,,,,,,,,0.0,146.0,0.0,2.0,0.0,,,,,35.0,0.0,0.0,1.0,,,,,,
15.0,BAL,WR,M.Campanaro,,,,,,,,,,0.0,,,,,1.0,17.0,0.0,0.0,,,,,,,,,,
15.0,CLE,P,B.Colquitt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,DEF,C.Brantley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,WR,C.Moore,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,DEF,C.Clark,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,DEF,J.Hill,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,P,S.Koch,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,LB,M.Judon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,DB,E.Weddle,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,WR,B.Bello,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,CB,B.Carr,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,RB,D.Johnson Jr.,,,,,,,,,,0.0,,,,,5.0,40.0,0.0,0.0,23.0,1.0,0.0,1.0,,,,,,
15.0,BAL,DE,C.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,WR,C.Coleman,,,,,,,,,,0.0,,,,,1.0,16.0,0.0,0.0,,,,,,,,,,
15.0,CLE,WR,D.Njoku,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,TE,B.Watson,,,,,,,,,,0.0,,,,,4.0,74.0,1.0,0.0,,,,,,,,,,
15.0,CLE,DEF,M.Garrett,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,DT,W.Henry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,DEF,L.Ogunjobi,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,TE,M.Williams,,,,,,,,,,0.0,,,,,,,,,4.0,0.0,0.0,,,,,,,
15.0,CLE,LB,N.Orchard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,CB,M.Canady,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,CB,A.Levine Sr.,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,
15.0,CLE,OT,S.Coleman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,G,J.Bitonio,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,DEF,C.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,LB,S.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,TE,S.DeValve,,,,,,,,,,0.0,,,,,2.0,32.0,0.0,0.0,,,,,,,,,,
15.0,BAL,DEF,M.Humphrey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,DEF,T.Bowser,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,WR,B.Perriman,,,,,,,,,,0.0,,,,,1.0,9.0,0.0,0.0,,,,,,,,,,
15.0,BAL,T,J.Hurst,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,NT,B.Williams,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,
15.0,BAL,LB,Z.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,SS,T.Jefferson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,WR,S.Coates,,,,,,,,,,0.0,,,,,1.0,8.0,0.0,0.0,,,,,,,,,,
15.0,CLE,DE,L.Edwards,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,WR,R.Higgins,,,,,,,,,,0.0,,,,,2.0,10.0,0.0,0.0,,,,,,,,,,
15.0,CLE,WR,R.Louis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,BAL,OT,A.Howard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,DEF,K.Nacua,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,FS,D.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,CLE,DL,D.Shelton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,K,J.Lambo,,,,,,,,,,0.0,,,,,,,,,,,,,6.0,38.0,,,,
15.0,HOU,,T.Yates,,,,,,,,,,0.0,128.0,0.0,1.0,1.0,,,,,,,,0.0,,,,,,
15.0,HOU,TE,S.Anderson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,RB,L.Miller,,,,,,,,,,0.0,,,,,2.0,1.0,0.0,0.0,32.0,0.0,0.0,,,,,,,
15.0,JAX,DE,C.Campbell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,WR,D.Hopkins,,,,,,,,,,0.0,,,,,4.0,80.0,1.0,0.0,,,,,,,,,,
15.0,JAX,CB,A.Colvin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,FB,J.Prosch,,,,,,,,,,0.0,,,,,1.0,3.0,0.0,0.0,,,,,,,,,,
15.0,JAX,WR,J.Mickens,,,,,,,,,,0.0,,,,,4.0,61.0,2.0,0.0,,,,,,,,,,
15.0,HOU,DEF,C.Thompson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,DEF,B.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,P,S.Lechler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,CB,K.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,RB,C.Ivory,,,,,,,,,,0.0,,,,,,,,,42.0,0.0,0.0,,,,,,,
15.0,HOU,DEF,Z.Cunningham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,WR,K.Cole,,,,,,,,,,0.0,,,,,7.0,186.0,1.0,0.0,,,,,,,,,,
15.0,JAX,QB,B.Bortles,,,,,,,,,,0.0,326.0,0.0,0.0,3.0,,,,,,,,,,,,,,
15.0,JAX,P,B.Nortman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,WR,W.Fuller V,,,,,,,,,,0.0,,,,,5.0,44.0,0.0,0.0,,,,,,,,,,
15.0,HOU,RB,A.Blue,,,,,,,,,,0.0,,,,,,,,,55.0,0.0,0.0,,,,,,,
15.0,JAX,DT,A.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,DE,Y.Ngakoue,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,TE,M.Lewis,,,,,,,,,,0.0,,,,,2.0,18.0,0.0,0.0,,,,,,,,,,
15.0,HOU,FS,M.Gilchrist,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,ILB,B.Cushing,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,FS,A.Hal,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,,B.Dunn,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,TE,J.O'Shaughnessy,,,,,,,,,,0.0,,,,,1.0,15.0,0.0,0.0,,,,,,,,,,
15.0,HOU,ILB,B.McKinney,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,WR,D.Westbrook,,,,,,,,,,0.0,,,,,2.0,21.0,0.0,0.0,,,,,,,,,,
15.0,HOU,OLB,J.Clowney,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,RB,T.Yeldon,,,,,,,,,,0.0,,,,,4.0,25.0,0.0,0.0,27.0,0.0,0.0,,,,,,,
15.0,HOU,CB,K.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,DT,J.Heath,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,,T.Bohanon,,,,,,,,,,0.0,,,,,,,,,2.0,2.0,0.0,,,,,,,
15.0,JAX,DE,D.Fowler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,DEF,D.Smoot,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,T,B.Giacomini,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,
15.0,JAX,DT,M.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,DE,A.Blackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,DEF,C.Watkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,DEF,D.Payne,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,OLB,T.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,DT,M.Dareus,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,NT,D.Reader,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,CB,J.Joseph,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,CB,J.Ramsey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,SS,B.Church,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,CB,A.Bouye,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,OG,J.Allen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,C,B.Linder,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,TE,B.Koyack,,,,,,,,,,0.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,
15.0,JAX,DB,T.Gipson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,RB,J.Todman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,OLB,M.Jack,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,RB,C.Grant,,,,,,,,,,0.0,,,,,,,,,69.0,1.0,0.0,,,,,,,
15.0,HOU,K,K.Fairbairn,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,
15.0,HOU,DB,E.Pleasant,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,LB,L.McCray,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,DEF,D.Cole,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,LB,B.Peters,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,JAX,DB,P.Thompson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,FS,K.Drummond,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
15.0,HOU,DEF,L.Lewis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
