week,team,position,player,team_defense_frec,team_defense_safe,team_puntret_tds,team_points_allowed,team_kickret_tds,team_defense_tds,team_defense_int,team_defense_sk,team_defense_two_pt_return,defense_two_pt_return,kicking_fgm_yds,kicking_xpmade,passing_yds,passing_twoptm,passing_ints,passing_tds,receiving_rec,receiving_yds,receiving_tds,receiving_twoptm,rushing_yds,rushing_tds,rushing_twoptm,fumbles_lost,defense_fgblk,fumbles_rec_tds,defense_xpblk,defense_puntblk,defense_safe
8.0,IND,WR,T.Hilton,,,,,,,,,,0.0,,,,,,,2.0,15.0,0.0,0.0,,,,,,,,,
8.0,CIN,CB,A.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,ILB,N.Vigil,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,RB,M.Mack,,,,,,,,,,0.0,,,,,,,3.0,36.0,1.0,0.0,27.0,0.0,0.0,,,,,,
8.0,CIN,SS,G.Iloka,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,DT,G.Atkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,K,R.Sanchez,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,DEF,J.Willis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,
8.0,IND,DE,H.Anderson,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,
8.0,IND,ILB,A.Morrison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,RB,J.Hill,,,,,,,,,,0.0,,,,,,,,,,,11.0,0.0,0.0,,,,,,
8.0,IND,FS,T.Green,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,LB,J.Bostic,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,
8.0,IND,CB,V.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,WR,J.Malone,,,,,,,,,,0.0,,,,,,,2.0,35.0,1.0,0.0,,,,,,,,,
8.0,CIN,QB,A.Dalton,,,,,,,,,,0.0,,,243.0,0.0,0.0,2.0,,,,,10.0,0.0,0.0,,,,,,
8.0,IND,DE,B.Mingo,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,
8.0,CIN,WR,B.LaFell,,,,,,,,,,0.0,,,,,,,4.0,44.0,0.0,0.0,,,,0.0,,,,,
8.0,IND,CB,D.Butler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,WR,A.Green,,,,,,,,,,0.0,,,,,,,3.0,27.0,1.0,0.0,,,,,,,,,
8.0,CIN,RB,J.Mixon,,,,,,,,,,0.0,,,,,,,3.0,91.0,0.0,0.0,18.0,0.0,0.0,1.0,,,,,
8.0,CIN,CB,D.Dennard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,OT,J.Haeg,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,WR,C.Rogers,,,,,,,,,,0.0,,,,,,,2.0,9.0,0.0,0.0,,,,,,,,,
8.0,CIN,WR,A.Erickson,,,,,,,,,,0.0,,,,,,,,,,,14.0,0.0,0.0,1.0,,,,,
8.0,CIN,TE,T.Kroft,,,,,,,,,,0.0,,,,,,,5.0,46.0,0.0,0.0,,,,,,,,,
8.0,IND,NT,A.Woods,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,RB,G.Bernard,,,,,,,,,,0.0,,,,,,,,,,,5.0,0.0,0.0,,,,,,
8.0,IND,OT,L.Clark,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,WR,K.Aiken,,,,,,,,,,0.0,,,,,,,2.0,33.0,0.0,0.0,,,,,,,,,
8.0,CIN,SS,S.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,DEF,R.Glasgow,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,K,A.Vinatieri,,,,,,,,,,0.0,91.0,2.0,,,,,,,,,,,,,,,,,
8.0,IND,WR,N.Hairston,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,WR,J.Ross,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,P,K.Huber,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,DE,M.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,TE,C.Uzomah,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,,J.George,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,DEF,T.Basham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,DB,P.Desir,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,DB,M.Farley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,OT,A.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,DE,C.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,DEF,C.Milton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,DE,J.Sheard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,WR,D.Moncrief,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,DEF,C.Lawson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,DT,P.Sims,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,CB,W.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,G,C.Boling,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,DT,H.Ridgeway,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,IND,T,A.Castonzo,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CIN,CB,J.Shaw,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,,T.Reilly,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,K,S.Gostkowski,,,,,,,,,,0.0,130.0,1.0,,,,,,,,,,,,,,,,,
8.0,LAC,DEF,M.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,QB,P.Rivers,,,,,,,,,,0.0,,,212.0,0.0,1.0,1.0,,,,,,,,0.0,,,,,
8.0,LAC,WR,K.Allen,,,,,,,,,,0.0,,,,,,,4.0,61.0,0.0,0.0,,,,,,,,,
8.0,NE,DB,J.Bademosi,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,RB,M.Gordon,,,,,,,,,,0.0,,,,,,,1.0,7.0,0.0,0.0,132.0,1.0,0.0,,,,,,
8.0,NE,DE,L.Guy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,WR,T.Benjamin,,,,,,,,,,0.0,,,,,,,5.0,64.0,1.0,0.0,14.0,0.0,0.0,0.0,,,,,
8.0,LAC,TE,H.Henry,,,,,,,,,,0.0,,,,,,,2.0,11.0,0.0,0.0,,,,,,,,,
8.0,NE,DE,T.Flowers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,OLB,K.Van Noy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,RB,B.Oliver,,,,,,,,,,0.0,,,,,,,,,,,3.0,0.0,0.0,,,,,,
8.0,NE,DEF,D.Wise,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,DEF,A.Butler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,FS,D.McCourty,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,T,M.Schofield,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,ILB,E.Roberts,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,TE,A.Gates,,,,,,,,,,0.0,,,,,,,2.0,25.0,0.0,0.0,,,,,,,,,
8.0,LAC,K,N.Novak,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,
8.0,NE,RB,D.Lewis,,,,,,,,,,0.0,,,,,,,2.0,10.0,0.0,0.0,44.0,0.0,0.0,,,,,,
8.0,LAC,DEF,Tr.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,WR,B.Cooks,,,,,,,,,,0.0,,,,,,,5.0,26.0,0.0,0.0,,,,,,,,,
8.0,LAC,OLB,H.Pullard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,QB,T.Brady,,,,,,,,,,0.0,,,333.0,0.0,0.0,1.0,,,,,2.0,0.0,0.0,,,,,,
8.0,LAC,FS,T.Boston,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,RB,J.White,,,,,,,,,,0.0,,,,,,,5.0,85.0,0.0,0.0,2.0,0.0,0.0,,,,,,
8.0,NE,P,R.Allen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,SS,J.Richards,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,DEF,R.Jenkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,TE,R.Gronkowski,,,,,,,,,,0.0,,,,,,,5.0,57.0,1.0,0.0,,,,,,,,,
8.0,LAC,SS,J.Addae,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,DEF,D.King,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,,C.McCain,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,DE,D.Philon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,CB,A.Phillips,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,WR,D.Amendola,,,,,,,,,,0.0,,,,,,,2.0,14.0,0.0,0.0,,,,,,,,,
8.0,LAC,,K.Toomer,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,WR,C.Hogan,,,,,,,,,,0.0,,,,,,,5.0,60.0,0.0,0.0,,,,,,,,,
8.0,NE,WR,M.Slater,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,SS,P.Chung,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,P,D.Kaser,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,CB,J.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,RB,R.Burkhead,,,,,,,,,,0.0,,,,,,,7.0,68.0,0.0,0.0,15.0,0.0,0.0,,,,,,
8.0,NE,OG,J.Thuney,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,OLB,M.Ingram,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,OLB,J.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,DE,J.Bosa,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,DB,C.Hayward,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,DB,B.King,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0
8.0,LAC,DEF,J.Onwualu,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,RB,M.Gillislee,,,,,,,,,,0.0,,,,,,,,,,,34.0,0.0,0.0,,,,,,
8.0,LAC,NT,D.Square,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,RB,A.Ekeler,,,,,,,,,,0.0,,,,,,,1.0,13.0,0.0,0.0,8.0,0.0,0.0,,,,,,
8.0,LAC,WR,Ty.Williams,,,,,,,,,,0.0,,,,,,,1.0,24.0,0.0,0.0,,,,,,,,,
8.0,NE,WR,J.Hollister,,,,,,,,,,0.0,,,,,,,1.0,13.0,0.0,0.0,,,,,,,,,
8.0,NE,DE,C.Marsh,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,DE,T.Palepoi,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,CB,M.Butler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,WR,M.Williams,,,,,,,,,,0.0,,,,,,,1.0,7.0,0.0,0.0,,,,,,,,,
8.0,NE,FB,J.Develin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,T,N.Solder,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,OLB,K.Emanuel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,LAC,LB,N.Dzubnar,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NE,OLB,M.Flowers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,FS,D.Houston-Carson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,WR,T.Lewis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,K,C.Barth,,,,,,,,,,0.0,71.0,0.0,,,,,,,,,,,,,,,,,
8.0,CHI,DE,M.Unrein,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,RB,M.Ingram,,,,,,,,,,0.0,,,,,,,6.0,24.0,0.0,0.0,75.0,1.0,0.0,2.0,,,,,
8.0,CHI,ILB,C.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,
8.0,NO,QB,D.Brees,,,,,,,,,,0.0,,,299.0,0.0,0.0,0.0,,,,,-2.0,0.0,0.0,,,,,,
8.0,CHI,FS,A.Amos,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,
8.0,NO,WR,B.Coleman,,,,,,,,,,0.0,,,,,,,1.0,54.0,0.0,0.0,,,,,,,,,
8.0,NO,RB,A.Kamara,,,,,,,,,,0.0,,,,,,,3.0,48.0,0.0,0.0,28.0,1.0,0.0,,,,,,
8.0,CHI,LB,D.Trevathan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,CB,K.Fuller,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,K,W.Lutz,,,,,,,,,,0.0,94.0,2.0,,,,,,,,,,,,,,,,,
8.0,CHI,QB,M.Trubisky,,,,,,,,,,0.0,,,164.0,0.0,1.0,0.0,,,,,53.0,0.0,0.0,,,,,,
8.0,NO,MLB,A.Klein,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,DE,C.Jordan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,RB,Jo.Howard,,,,,,,,,,0.0,,,,,,,3.0,19.0,0.0,0.0,102.0,0.0,0.0,,,,,,
8.0,NO,DEF,M.Lattimore,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,ILB,M.Te'o,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,OLB,A.Okafor,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,WR,K.Wright,,,,,,,,,,0.0,,,,,,,2.0,23.0,0.0,0.0,,,,,,,,,
8.0,CHI,P,P.O'Donnell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,WR,T.Ginn,,,,,,,,,,0.0,,,,,,,2.0,68.0,0.0,0.0,,,,,,,,,
8.0,CHI,CB,B.Callahan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,NT,E.Goldman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,WR,M.Thomas,,,,,,,,,,0.0,,,,,,,7.0,77.0,0.0,0.0,,,,,,,,,
8.0,CHI,DT,J.Bullard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,TE,J.Hill,,,,,,,,,,0.0,,,,,,,3.0,29.0,0.0,0.0,,,,,,,,,
8.0,CHI,DE,A.Hicks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,P,T.Morstead,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,DEF,J.Hardee,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,RB,T.Cohen,,,,,,,,,,0.0,,,,,,,1.0,6.0,0.0,0.0,2.0,1.0,0.0,,,,,,
8.0,NO,FS,V.Bell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,DEF,T.Hendrickson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,DT,D.Onyemata,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,,T.McBride,,,,,,,,,,0.0,,,,,,,3.0,92.0,0.0,0.0,,,,,,,,,
8.0,NO,DEF,M.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,DT,T.Davison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,SS,K.Vaccaro,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,WR,A.Shaheen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,OLB,L.Floyd,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,DT,S.Rankins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,LB,C.Robertson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,DE,J.Hughes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,TE,D.Sims,,,,,,,,,,0.0,,,,,,,3.0,15.0,0.0,0.0,,,,,,,,,
8.0,NO,CB,K.Crawley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,WR,T.Gentry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,LS,A.DePaola,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,CB,C.LeBlanc,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,OLB,P.McPhee,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,DEF,E.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,TE,Z.Miller,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,OG,A.Peat,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,FB,Z.Line,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,WR,J.Bellamy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,TE,C.Fleener,,,,,,,,,,0.0,,,,,,,1.0,-1.0,0.0,0.0,,,,,,,,,
8.0,CHI,DB,P.Amukamara,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,OLB,S.Acho,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,WR,R.Ramczyk,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,RB,B.Cunningham,,,,,,,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
8.0,NO,DB,R.Bush,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NO,T,T.Armstead,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,,D.Brown,,,,,,,,,,0.0,,,,,,,1.0,9.0,0.0,0.0,,,,,,,,,
8.0,CHI,T,C.Leno,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,CHI,G,J.Sitton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,P,M.Bosher,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,OLB,D.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,RB,B.Powell,,,,,,,,,,0.0,,,,,,,3.0,28.0,0.0,0.0,33.0,0.0,0.0,,,,,,
8.0,NYJ,RB,M.Forte,,,,,,,,,,0.0,,,,,,,6.0,45.0,0.0,0.0,7.0,0.0,0.0,,,,,,
8.0,ATL,DT,G.Jarrett,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,QB,J.McCown,,,,,,,,,,0.0,,,257.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,0.0,,,,,
8.0,ATL,FS,R.Allen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,WR,J.Kerley,,,,,,,,,,0.0,,,,,,,1.0,7.0,0.0,0.0,,,,1.0,,,,,
8.0,ATL,NT,D.Poe,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,WR,J.Kearse,,,,,,,,,,0.0,,,,,,,2.0,14.0,0.0,0.0,,,,,,,,,
8.0,ATL,SS,K.Ishmael,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,
8.0,NYJ,RB,E.McGuire,,,,,,,,,,0.0,,,,,,,,,,,2.0,0.0,0.0,,,,,,
8.0,ATL,DE,D.Shelby,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,WR,E.Tomlinson,,,,,,,,,,0.0,,,,,,,1.0,20.0,1.0,0.0,,,,,,,,,
8.0,NYJ,K,C.Catanzaro,,,,,,,,,,0.0,89.0,2.0,,,,,,,,,,,,,,,,,
8.0,NYJ,LB,D.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,RB,D.Freeman,,,,,,,,,,0.0,,,,,,,1.0,20.0,0.0,0.0,41.0,0.0,0.0,,,,,,
8.0,ATL,TE,L.Toilolo,,,,,,,,,,0.0,,,,,,,2.0,20.0,0.0,0.0,,,,,,,,,
8.0,ATL,QB,M.Ryan,,,,,,,,,,0.0,,,254.0,0.0,0.0,2.0,,,,,17.0,0.0,0.0,2.0,,,,,
8.0,NYJ,CB,D.Roberts,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,OLB,J.Jenkins,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,
8.0,ATL,SS,K.Neal,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,DT,L.Thomas,,,,,,,,,,0.0,,,,,,,2.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,,
8.0,ATL,CB,R.Alford,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,DT,L.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,RB,T.Coleman,,,,,,,,,,0.0,,,,,,,1.0,22.0,0.0,0.0,82.0,0.0,0.0,,,,,,
8.0,NYJ,OLB,D.Lee,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,DEF,M.Maye,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,TE,A.Hooper,,,,,,,,,,0.0,,,,,,,4.0,47.0,1.0,0.0,,,,,,,,,
8.0,NYJ,DEF,Ja.Adams,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,
8.0,ATL,K,M.Bryant,,,,,,,,,,0.0,134.0,1.0,,,,,,,,,,,,,,,,,
8.0,ATL,,D.Coleman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,DT,A.Rubin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,OLB,D.Campbell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,P,L.Edwards,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,WR,A.Roberts,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,
8.0,NYJ,DB,T.Brooks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,T,K.Beachum,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,WR,Ju.Jones,,,,,,,,,,0.0,,,,,,,3.0,74.0,0.0,0.0,,,,,,,,,
8.0,NYJ,DE,M.Wilkerson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,LB,J.Martin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,WR,T.Gabriel,,,,,,,,,,0.0,,,,,,,1.0,-3.0,0.0,0.0,,,,,,,,,
8.0,ATL,WR,M.Sanu,,,,,,,,,,0.0,,,,,,,6.0,74.0,1.0,0.0,,,,,,,,,
8.0,NYJ,,R.Nelson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,CB,M.Claiborne,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,WR,R.Anderson,,,,,,,,,,0.0,,,,,,,6.0,104.0,1.0,0.0,1.0,0.0,0.0,,,,,,
8.0,ATL,DB,B.Poole,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,SS,R.Miles,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,DE,K.Ealy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,CB,C.Goodwin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,LB,J.Stanford,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,TE,A.Seferian-Jenkins,,,,,,,,,,0.0,,,,,,,5.0,28.0,0.0,0.0,,,,,,,,,
8.0,NYJ,DT,S.McLendon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,CB,D.Trufant,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,OG,W.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,DEF,F.Bishop,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,DEF,T.McKinley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,LB,V.Beasley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,DE,A.Clayborn,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,G,J.Carpenter,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,
8.0,ATL,OG,W.Schweitzer,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,NYJ,DEF,C.Hansen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,ATL,WR,S.Neasman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,PHI,K,J.Elliott,,,,,,,,,,0.0,91.0,1.0,,,,,,,,,,,,,,,,,
8.0,PHI,DE,F.Cox,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,SF,RB,C.Hyde,,,,,,,,,,0.0,,,,,,,4.0,22.0,0.0,0.0,25.0,0.0,0.0,,,,,,
8.0,PHI,ILB,M.Kendricks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,SF,QB,C.Beathard,,,,,,,,,,0.0,,,167.0,0.0,2.0,1.0,,,,,40.0,0.0,0.0,,,,,,
8.0,PHI,LB,N.Bradham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
