week,team,position,player,team_defense_frec,team_defense_safe,team_puntret_tds,team_points_allowed,team_kickret_tds,team_defense_tds,team_defense_int,team_defense_sk,team_defense_two_pt_return,defense_two_pt_return,kicking_fgm_yds,kicking_xpmade,receiving_rec,rushing_yds,receiving_yds,receiving_tds,rushing_tds,receiving_twoptm,rushing_twoptm,passing_yds,passing_twoptm,passing_ints,passing_tds,fumbles_lost
2.0,ARI,FS,T.Mathieu,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,WR,D.Moncrief,,,,,,,,,,0.0,,,2.0,,18.0,0.0,,0.0,,,,,,
2.0,IND,WR,K.Aiken,,,,,,,,,,0.0,,,3.0,,31.0,0.0,,0.0,,,,,,
2.0,ARI,DB,T.Branch,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,ARI,SS,A.Bethea,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,RB,R.Turbin,,,,,,,,,,0.0,,,1.0,11.0,8.0,0.0,0.0,0.0,0.0,,,,,
2.0,ARI,LB,K.Dansby,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,ARI,NT,J.Mauro,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,ARI,OLB,M.Golden,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,ARI,OLB,J.Bynes,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,WR,T.Hilton,,,,,,,,,,0.0,,,4.0,,49.0,0.0,,0.0,,,,,,
2.0,ARI,NT,R.Gunter,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,K,A.Vinatieri,,,,,,,,,,0.0,75.0,1.0,,,,,,,,,,,,
2.0,IND,DEF,D.Daniels,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,DT,J.Hankins,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,NT,A.Woods,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,DEF,Q.Wilson,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,RB,M.Mack,,,,,,,,,,0.0,,,1.0,-3.0,11.0,0.0,0.0,0.0,0.0,,,,,
2.0,ARI,LB,C.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,ARI,DT,X.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,ARI,,I.Momah,,,,,,,,,,0.0,,,1.0,,46.0,0.0,,0.0,,,,,,
2.0,IND,DEF,M.Hooker,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,DB,M.Farley,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,,R.Melvin,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,ARI,TE,T.Niklas,,,,,,,,,,0.0,,,1.0,,16.0,0.0,,0.0,,,,,,
2.0,ARI,RB,A.Ellington,,,,,,,,,,0.0,,,3.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,
2.0,IND,,J.George,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,ARI,WR,J.Nelson,,,,,,,,,,0.0,,,5.0,,120.0,1.0,,0.0,,,,,,
2.0,ARI,WR,L.Fitzgerald,,,,,,,,,,0.0,,,3.0,,21.0,0.0,,0.0,,,,,,
2.0,ARI,DE,F.Rucker,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,ARI,RB,C.Johnson,,,,,,,,,,0.0,,,,44.0,,,0.0,,0.0,,,,,
2.0,ARI,WR,C.Williams,,,,,,,,,,0.0,,,1.0,,15.0,0.0,,0.0,,,,,,
2.0,IND,DEF,N.Hairston,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,LB,J.Bostic,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,ARI,C,E.Boehm,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,DE,M.Hunt,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,ARI,K,P.Dawson,,,,,,,,,,0.0,97.0,1.0,,,,,,,,,,,,
2.0,IND,WR,C.Milton,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0
2.0,ARI,DT,R.Nkemdiche,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,T,A.Castonzo,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,TE,B.Williams,,,,,,,,,,0.0,,,1.0,,20.0,0.0,,0.0,,,,,,
2.0,IND,WR,D.Bond,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0
2.0,ARI,CB,P.Peterson,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,,J.Vujnovich,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,ARI,OT,O.Pierre,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,OG,J.Mewhort,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,ARI,DT,C.Peters,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,DEF,K.Moore,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,ARI,WR,R. Ford,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,DT,H.Ridgeway,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,IND,OT,J.Haeg,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,ARI,,B.Golden,,,,,,,,,,0.0,,,1.0,,29.0,0.0,,0.0,,,,,,
2.0,JAX,K,J.Myers,,,,,,,,,,0.0,43.0,1.0,,,,,,,,,,,,
2.0,TEN,RB,D.Murray,,,,,,,,,,0.0,,,1.0,25.0,3.0,0.0,0.0,0.0,0.0,,,,,
2.0,JAX,OLB,M.Jack,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,DT,M.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,QB,M.Mariota,,,,,,,,,,0.0,,,,24.0,,,0.0,,0.0,215.0,0.0,1.0,1.0,
2.0,TEN,WR,E.Decker,,,,,,,,,,0.0,,,3.0,,32.0,0.0,,0.0,,,,,,
2.0,TEN,LS,B.Brinkley,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,DB,J.Wilson,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,WR,M.Lee,,,,,,,,,,0.0,,,7.0,,76.0,0.0,,0.0,,,,,,
2.0,TEN,P,B.Kern,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,RB,L.Fournette,,,,,,,,,,0.0,,,2.0,40.0,21.0,0.0,1.0,0.0,0.0,,,,,
2.0,TEN,ILB,A.Williamson,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,SAF,K.Byard,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,QB,B.Bortles,,,,,,,,,,0.0,,,,29.0,,,0.0,,0.0,223.0,0.0,2.0,1.0,1.0
2.0,TEN,OLB,D.Morgan,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,RB,C.Ivory,,,,,,,,,,0.0,,,3.0,17.0,31.0,0.0,0.0,0.0,0.0,,,,,
2.0,TEN,OLB,B.Orakpo,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,DEF,A.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,ILB,W.Woodyard,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,DE,K.Klug,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,TE,B.Koyack,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,SS,D.Searcy,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,OLB,T.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,MLB,P.Posluszny,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,CB,A.Bouye,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,DT,M.Bennett,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,TE,D.Walker,,,,,,,,,,0.0,,,4.0,1.0,61.0,0.0,1.0,0.0,0.0,,,,,
2.0,JAX,CB,A.Colvin,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,WR,C.Davis,,,,,,,,,,0.0,,,1.0,,4.0,0.0,,0.0,,,,,,
2.0,TEN,K,R.Succop,,,,,,,,,,0.0,107.0,4.0,,,,,,,,,,,,
2.0,TEN,DE,J.Casey,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,DEF,D.Smoot,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,P,B.Nortman,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,OT,J.Conklin,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,RB,D.Henry,,,,,,,,,,0.0,,,,92.0,,,1.0,,0.0,,,,,
2.0,JAX,WR,A.Hurns,,,,,,,,,,0.0,,,6.0,,82.0,1.0,,0.0,,,,,,
2.0,TEN,DEF,J.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,DEF,E.Ankou,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,SS,B.Church,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,WR,R.Matthews,,,,,,,,,,0.0,,,3.0,,43.0,0.0,,0.0,,,,,,
2.0,TEN,CB,L.Ryan,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,TE,M.Lewis,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,OLB,E.Walden,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0
2.0,JAX,OT,J.Parnell,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,WR,J.Smith,,,,,,,,,,0.0,,,2.0,,30.0,1.0,,0.0,,,,,,
2.0,TEN,RB,T.Taylor,,,,,,,,,,0.0,,,1.0,16.0,42.0,0.0,0.0,0.0,0.0,,,,,
2.0,JAX,RB,C.Grant,,,,,,,,,,0.0,,,,13.0,,,0.0,,0.0,,,,,
2.0,TEN,CB,L.Sims,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,,C.Riley,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,DE,Y.Ngakoue,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,T,T.Lewan,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,DE,D.Fowler,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,DB,B.Trawick,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,DE,C.Campbell,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,DB,T.Gipson,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,TE,J.O'Shaughnessy,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,,T.Bohanon,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,OLB,A.Wallace,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,WR,K.Cole,,,,,,,,,,0.0,,,2.0,,13.0,0.0,,0.0,,,,,,0.0
2.0,TEN,DE,D.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,CB,J.Ramsey,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,JAX,WR,C.Robinson,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,LB,D.Bates,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,C,B.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,DB,B.McCain,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,FB,J.Fowler,,,,,,,,,,0.0,,,,3.0,,,1.0,,0.0,,,,,
2.0,TEN,TE,P.Supernaw,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,,D.King,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,WR,E.Weems,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,TEN,,D.Fluellen,,,,,,,,,,0.0,,,,18.0,,,0.0,,0.0,,,,,
2.0,PHI,K,J.Elliott,,,,,,,,,,0.0,74.0,2.0,,,,,,,,,,,,
2.0,KC,WR,D.Thomas,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,OLB,K.Pierre-Louis,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,FS,M.Jenkins,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,RB,K.Hunt,,,,,,,,,,0.0,,,3.0,81.0,28.0,0.0,2.0,0.0,0.0,,,,,
2.0,PHI,DE,T.Jernigan,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,OLB,B.Graham,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,QB,A.Smith,,,,,,,,,,0.0,,,,21.0,,,0.0,,0.0,251.0,0.0,0.0,1.0,
2.0,PHI,DB,J.Watkins,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,TE,T.Kelce,,,,,,,,,,0.0,,,8.0,,103.0,1.0,,0.0,,,,,,
2.0,PHI,FS,J.Mills,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,WR,C.Conley,,,,,,,,,,0.0,,,4.0,,55.0,0.0,,0.0,,,,,,
2.0,KC,TE,R.Travis,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,ILB,M.Kendricks,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,WR,T.Hill,,,,,,,,,,0.0,,,4.0,6.0,43.0,0.0,0.0,0.0,0.0,,,,,
2.0,PHI,NT,B.Allen,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,K,C.Santos,,,,,,,,,,0.0,73.0,3.0,,,,,,,,,,,,
2.0,KC,OLB,F.Zombo,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,RB,W.Smallwood,,,,,,,,,,0.0,,,1.0,4.0,-3.0,0.0,0.0,0.0,0.0,,,,,
2.0,PHI,WR,A.Jeffery,,,,,,,,,,0.0,,,7.0,,92.0,1.0,,0.0,,,,,,
2.0,PHI,QB,C.Wentz,,,,,,,,,,0.0,,,,55.0,,,0.0,,0.0,333.0,0.0,1.0,2.0,0.0
2.0,KC,DB,D.Sorensen,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,RB,D.Sproles,,,,,,,,,,0.0,,,2.0,48.0,30.0,0.0,0.0,0.0,0.0,,,,,1.0
2.0,PHI,WR,T.Smith,,,,,,,,,,0.0,,,4.0,,66.0,0.0,,0.0,,,,,,
2.0,KC,,R.Wilson,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,OLB,D.Ford,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,ILB,D.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,RB,L.Blount,,,,,,,,,,0.0,,,1.0,,0.0,0.0,,0.0,,,,,,
2.0,KC,OLB,J.Houston,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,C,J.Kelce,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,CB,E.Murray,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,DT,C.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,DE,V.Curry,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,ILB,J.Hicks,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,DB,R.McLeod,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,DEF,D.Barnett,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,P,D.Colquitt,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,DT,R.Nunez-Roches,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,CB,M.Peters,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,DE,A.Bailey,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,TE,Z.Ertz,,,,,,,,,,0.0,,,5.0,,97.0,0.0,,0.0,,,,,,
2.0,KC,NT,B.Logan,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,CB,P.Gaines,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,T,L.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0
2.0,PHI,WR,N.Agholor,,,,,,,,,,0.0,,,1.0,,9.0,1.0,,0.0,,,,,,
2.0,PHI,OLB,K.Grugier-Hill,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,P,D.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,DEF,R.Douglas,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,WR,A.Wilson,,,,,,,,,,0.0,,,2.0,4.0,22.0,0.0,0.0,0.0,0.0,,,,,
2.0,KC,OT,B.Witzmann,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,DB,P.Robinson,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,FS,C.Graham,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,LB,N.Bradham,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,DE,F.Cox,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,LS,J.Winchester,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,FB,A.Sherman,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0
2.0,PHI,DE,C.Long,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,,T.Mitchell,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,WR,M.Hollins,,,,,,,,,,0.0,,,3.0,,32.0,0.0,,0.0,,,,,,
2.0,KC,SS,R.Parker,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,FS,C.Maragos,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,OG,I.Seumalo,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,,A.Hunt,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,KC,DT,R.Miller,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,G,B.Brooks,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,,D.McDougle,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PHI,TE,T.Burton,,,,,,,,,,0.0,,,1.0,,10.0,0.0,,0.0,,,,,,
2.0,NO,K,W.Lutz,,,,,,,,,,0.0,81.0,2.0,,,,,,,,,,,,
2.0,NE,QB,T.Brady,,,,,,,,,,0.0,,,,9.0,,,0.0,,0.0,447.0,0.0,0.0,3.0,
2.0,NE,RB,R.Burkhead,,,,,,,,,,0.0,,,3.0,3.0,41.0,1.0,0.0,0.0,0.0,,,,,
2.0,NO,DEF,M.Lattimore,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,ILB,M.Te'o,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,RB,J.White,,,,,,,,,,0.0,,,8.0,11.0,85.0,0.0,0.0,0.0,0.0,,,,,
2.0,NO,DEF,M.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,OLB,A.Okafor,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,WR,B.Cooks,,,,,,,,,,0.0,,,2.0,6.0,37.0,0.0,0.0,0.0,0.0,,,,,
2.0,NO,CB,P.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,SS,K.Vaccaro,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,TE,R.Gronkowski,,,,,,,,,,0.0,,,6.0,,116.0,1.0,,0.0,,,,,,
2.0,NO,,S.Moore,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,DT,D.Onyemata,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,K,S.Gostkowski,,,,,,,,,,0.0,79.0,3.0,,,,,,,,,,,,
2.0,NE,OLB,M.Flowers,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,DEF,H.Langi,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,DEF,T.Edmunds,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,RB,M.Ingram,,,,,,,,,,0.0,,,4.0,52.0,24.0,0.0,0.0,0.0,0.0,,,,,
2.0,NE,OLB,K.Van Noy,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,QB,D.Brees,,,,,,,,,,0.0,,,,,,,,,,356.0,0.0,0.0,2.0,0.0
2.0,NO,WR,M.Thomas,,,,,,,,,,0.0,,,5.0,,89.0,0.0,,0.0,,,,,,
2.0,NE,CB,E.Rowe,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,ILB,E.Roberts,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,WR,T.Lewis,,,,,,,,,,0.0,,,1.0,,16.0,0.0,,0.0,,,,,,
2.0,NE,DT,M.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,DE,L.Guy,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,RB,A.Peterson,,,,,,,,,,0.0,,,,26.0,,,0.0,,0.0,,,,,
2.0,NO,MLB,A.Klein,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,RB,M.Gillislee,,,,,,,,,,0.0,,,,69.0,,,1.0,,0.0,,,,,
2.0,NO,DEF,T.Hendrickson,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,DE,C.Jordan,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,WR,R.Ramczyk,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,TE,J.Hill,,,,,,,,,,0.0,,,3.0,,29.0,0.0,,0.0,,,,,,
2.0,NE,SS,P.Chung,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,P,T.Morstead,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,WR,P.Dorsett,,,,,,,,,,0.0,,,3.0,7.0,68.0,0.0,0.0,0.0,0.0,,,,,
2.0,NO,DT,T.Davison,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,WR,C.Hogan,,,,,,,,,,0.0,,,5.0,,78.0,1.0,,0.0,,,,,,
2.0,NO,WR,A.Kamara,,,,,,,,,,0.0,,,3.0,3.0,51.0,0.0,0.0,0.0,0.0,,,,,
2.0,NO,WR,T.Ginn,,,,,,,,,,0.0,,,3.0,,24.0,0.0,,0.0,,,,,,
2.0,NE,DE,T.Flowers,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,FS,D.McCourty,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,WR,B.Coleman,,,,,,,,,,0.0,,,4.0,,82.0,1.0,,0.0,,,,,,
2.0,NO,OLB,H.Kikaha,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,LS,J.Cardona,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,P,R.Allen,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,DEF,D.Wise,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,FS,D.Harmon,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,CB,J.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,DEF,A.Anzalone,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,RB,D.Lewis,,,,,,,,,,0.0,,,1.0,14.0,11.0,0.0,0.0,0.0,0.0,,,,,
2.0,NO,CB,D.Harris,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,DE,C.Marsh,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,CB,S.Gilmore,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,TE,M.Hoomanawanui,,,,,,,,,,0.0,,,1.0,,8.0,0.0,,0.0,,,,,,
2.0,NE,C,D.Andrews,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,TE,C.Fleener,,,,,,,,,,0.0,,,3.0,,33.0,1.0,,0.0,,,,,,
2.0,NE,CB,M.Butler,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,WR,J.Hollister,,,,,,,,,,0.0,,,1.0,,5.0,0.0,,0.0,,,,,,
2.0,NE,TE,D.Allen,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,FS,V.Bell,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,OG,A.Peat,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,OT,M.Cannon,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NO,DB,R.Bush,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,NE,FB,J.Develin,,,,,,,,,,0.0,,,1.0,,6.0,0.0,,0.0,,,,,,
2.0,NE,SS,J.Richards,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PIT,RB,T.Watson,,,,,,,,,,0.0,,,,1.0,,,0.0,,0.0,,,,,
2.0,MIN,DEF,E.Wilson,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,MIN,,K.Forbath,,,,,,,,,,0.0,42.0,0.0,,,,,,,,,,,,
2.0,MIN,CB,T.Waynes,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PIT,RB,L.Bell,,,,,,,,,,0.0,,,4.0,87.0,4.0,0.0,0.0,0.0,0.0,,,,,
2.0,MIN,DT,L.Joseph,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PIT,WR,A.Brown,,,,,,,,,,0.0,,,5.0,,62.0,0.0,,0.0,,,,,,
2.0,PIT,WR,E.Rogers,,,,,,,,,,0.0,,,4.0,,43.0,0.0,,0.0,,,,,,
2.0,PIT,QB,B.Roethlisberger,,,,,,,,,,0.0,,,,-2.0,,,0.0,,0.0,243.0,0.0,0.0,2.0,
2.0,PIT,P,J.Berry,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,MIN,QB,C.Keenum,,,,,,,,,,0.0,,,,,,,,,,167.0,0.0,0.0,0.0,
2.0,MIN,RB,D.Cook,,,,,,,,,,0.0,,,2.0,64.0,0.0,0.0,0.0,0.0,0.0,,,,,
2.0,PIT,CB,S.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PIT,DT,T.Alualu,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PIT,ILB,V.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,MIN,WR,A.Thielen,,,,,,,,,,0.0,,,5.0,,44.0,0.0,,0.0,,,,,,1.0
2.0,PIT,ILB,R.Shazier,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,MIN,C,N.Easton,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,PIT,DEF,T.Watt,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,MIN,RB,J.McKinnon,,,,,,,,,,0.0,,,3.0,16.0,9.0,0.0,0.0,0.0,0.0,,,,,
2.0,PIT,DE,C.Heyward,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,MIN,,R.Quigley,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,
2.0,MIN,SAF,J.Kearse,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,MIN,DT,S.Stephen,,,,,,,,,,0.0,,,,,,,,,,,,,,
2.0,MIN,FS,H.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,
