week,team,position,player,team_defense_frec,team_defense_safe,team_puntret_tds,team_points_allowed,team_kickret_tds,team_defense_tds,team_defense_int,team_defense_sk,team_defense_two_pt_return,defense_two_pt_return,kicking_fgm_yds,kicking_xpmade,receiving_tds,receiving_rec,rushing_yds,receiving_yds,rushing_tds,receiving_twoptm,rushing_twoptm,passing_yds,passing_tds,passing_twoptm,passing_ints,fumbles_lost,defense_safe,defense_xpblk,fumbles_rec_tds,defense_fgblk
17.0,HOU,K,K.Fairbairn,,,,,,,,,,0.0,98.0,1.0,,,,,,,,,,,,,,,,
17.0,IND,RB,F.Gore,,,,,,,,,,0.0,,,0.0,3.0,100.0,11.0,0.0,0.0,0.0,,,,,,,,,
17.0,HOU,DEF,C.Watkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,ILB,B.McKinney,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,QB,J.Brissett,,,,,,,,,,0.0,,,,,18.0,,0.0,,0.0,114.0,1.0,0.0,0.0,,,,,
17.0,IND,WR,T.Hilton,,,,,,,,,,0.0,,,0.0,3.0,,14.0,,0.0,,,,,,,,,,
17.0,HOU,WR,B.Miller,,,,,,,,,,0.0,,,0.0,2.0,,9.0,,0.0,,,,,,,,,,
17.0,IND,P,R.Sanchez,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,RB,L.Miller,,,,,,,,,,0.0,,,,,37.0,,0.0,,0.0,,,,,,,,,
17.0,IND,DEF,A.Walker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,RB,A.Blue,,,,,,,,,,0.0,,,0.0,4.0,39.0,36.0,1.0,0.0,0.0,,,,,,,,,
17.0,IND,NT,A.Woods,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,FS,T.Green,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,,T.Yates,,,,,,,,,,0.0,,,,,9.0,,0.0,,0.0,137.0,0.0,0.0,1.0,,,,,
17.0,IND,DEF,K.Moore II,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,WR,W.Fuller V,,,,,,,,,,0.0,,,0.0,2.0,,17.0,,0.0,,,,,,,,,,
17.0,IND,DB,M.Farley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,DE,B.Mingo,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,DT,A.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,ILB,A.Morrison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,DEF,N.Hairston,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,WR,T.Basham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,DEF,Z.Cunningham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,CB,J.Joseph,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,FS,M.Gilchrist,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,CB,K.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,TE,J.Doyle,,,,,,,,,,0.0,,,1.0,4.0,,38.0,,0.0,,,,,,,,,,
17.0,HOU,OLB,J.Clowney,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,CB,K.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,FS,A.Hal,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,DEF,C.Clements,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,WR,C.Rogers,,,,,,,,,,0.0,,,0.0,2.0,,39.0,,0.0,,,,,,,,,,
17.0,IND,RB,M.Mack,,,,,,,,,,0.0,,,0.0,2.0,28.0,10.0,1.0,0.0,0.0,,,,,,,,,
17.0,HOU,DEF,D.Cole,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,K,A.Vinatieri,,,,,,,,,,0.0,76.0,2.0,,,,,,,,,,,,,,,,
17.0,IND,DT,H.Ridgeway,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,
17.0,IND,DE,M.Hunt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,DEF,Q.Wilson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,,C.Hamilton,,,,,,,,,,0.0,,,0.0,1.0,,8.0,,0.0,,,,,,,,,,
17.0,IND,CB,D.Butler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,WR,C.Thompson,,,,,,,,,,0.0,,,0.0,3.0,,54.0,,0.0,,,,,,,,,,
17.0,IND,SS,C.Geathers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,FB,J.Prosch,,,,,,,,,,0.0,,,0.0,1.0,,9.0,,0.0,,,,,,,,,,
17.0,HOU,,B.Dunn,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,,J.George,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,DEF,G.Stewart,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,DE,J.Sheard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,DEF,C.Milton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,RB,A.Ellington,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,DE,A.Blackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,P,S.Lechler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,LB,B.Peters,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,FS,K.Drummond,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,DT,J.Heath,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,WR,D.Daniels,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,TE,S.Anderson,,,,,,,,,,0.0,,,0.0,1.0,,4.0,,0.0,,,,,,,,,,
17.0,HOU,DB,I.Campbell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,WR,K.Brent,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,CB,M.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,IND,WR,K.Aiken,,,,,,,,,,0.0,,,0.0,1.0,,2.0,,0.0,,,,,,,,,,
17.0,IND,OT,J.Haeg,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,ILB,B.Cushing,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,DB,E.Pleasant,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,DEF,T.Decoud,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,HOU,,C.Slade,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,K,S.Hauschka,,,,,,,,,,0.0,105.0,1.0,,,,,,,,,,,,,,,,
17.0,MIA,RB,K.Drake,,,,,,,,,,0.0,,,0.0,3.0,75.0,15.0,0.0,0.0,0.0,,,,,,,,,
17.0,BUF,DEF,M.Milano,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,WR,D.Parker,,,,,,,,,,0.0,,,0.0,6.0,,64.0,,0.0,,,,,,0.0,,,,
17.0,BUF,DEF,T.White,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,QB,J.Cutler,,,,,,,,,,0.0,,,,,,,,,,6.0,0.0,0.0,0.0,,,,,
17.0,BUF,,L.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,CB,E.Gaines,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,WR,K.Stills,,,,,,,,,,0.0,,,0.0,3.0,,34.0,,0.0,,,,,,,,,,
17.0,MIA,P,M.Haack,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,ILB,L.Timmons,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,RB,L.McCoy,,,,,,,,,,0.0,,,0.0,2.0,10.0,22.0,0.0,0.0,0.0,,,,,,,,,
17.0,MIA,CB,X.Howard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,QB,T.Taylor,,,,,,,,,,0.0,,,,,35.0,,0.0,,0.0,204.0,1.0,0.0,0.0,,,,,
17.0,BUF,WR,K.Benjamin,,,,,,,,,,0.0,,,0.0,2.0,,27.0,,0.0,,,,,,,,,,
17.0,MIA,SS,R.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,RB,M.Murphy,,,,,,,,,,0.0,,,0.0,2.0,41.0,7.0,0.0,0.0,0.0,,,,,,,,,
17.0,MIA,SS,T.McDonald,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,WR,D.Thompson,,,,,,,,,,0.0,,,0.0,2.0,,23.0,,0.0,,,,,,,,,,
17.0,MIA,LB,K.Alonso,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,TE,C.Clay,,,,,,,,,,0.0,,,0.0,6.0,,64.0,,0.0,,,,,,,,,,
17.0,MIA,,G.Wright,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,TE,N.O'Leary,,,,,,,,,,0.0,,,1.0,1.0,,26.0,,0.0,,,,,,,,,,
17.0,MIA,,D.Fales,,,,,,,,,,0.0,,,,,8.0,,1.0,,0.0,265.0,1.0,0.0,1.0,,,,,
17.0,MIA,WR,J.Landry,,,,,,,,,,0.0,,,1.0,9.0,,92.0,,0.0,,,,,,,,,,
17.0,BUF,SS,M.Hyde,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,C,T.Larsen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,TE,A.Derby,,,,,,,,,,0.0,,,0.0,1.0,,9.0,,0.0,,,,,,,,,,
17.0,MIA,WR,J.Grant,,,,,,,,,,0.0,,,0.0,3.0,,26.0,,0.0,,,,,,,,,,
17.0,BUF,MLB,P.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,DE,A.Branch,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,MLB,S.Anthony,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,DT,J.Phillips,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,DEF,D.Godchaux,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,DEF,T.Vallejo,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,,S.Perry,,,,,,,,,,0.0,,,0.0,1.0,8.0,3.0,0.0,0.0,0.0,,,,,0.0,,,,
17.0,BUF,DEF,N.Capi,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,LB,R.Humber,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,WR,B.Tate,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,SS,J.Lucas,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,DEF,C.Malveaux,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,FS,W.Aikens,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,DEF,C.Allen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,DE,C.Wake,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,P,C.Schmidt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,WR,R.Ferguson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,FS,J.Poyer,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,DT,K.Williams,,,,,,,,,,0.0,,,,,1.0,,1.0,,0.0,,,,,,,,,
17.0,BUF,LB,L.Alexander,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,TE,A.Fasano,,,,,,,,,,0.0,,,0.0,1.0,,1.0,,0.0,,,,,,,,,,
17.0,BUF,C,E.Wood,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,FB,M.Tolbert,,,,,,,,,,0.0,,,0.0,1.0,39.0,6.0,0.0,0.0,0.0,,,,,,,,,
17.0,BUF,DEF,L.Pitts,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,DE,J.Hughes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,,D.Lacey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,DT,A.Washington,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,TE,M.Gray,,,,,,,,,,0.0,,,,,2.0,,0.0,,0.0,,,,,,,,,
17.0,MIA,,C.Parkey,,,,,,,,,,0.0,36.0,1.0,,,,,,,,,,,,,,,,
17.0,BUF,WR,Z.Jones,,,,,,,,,,0.0,,,0.0,2.0,,25.0,,0.0,,,,,,,,,,
17.0,MIA,LB,M.Hull,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,FB,P.DiMarco,,,,,,,,,,0.0,,,0.0,1.0,,4.0,,0.0,,,,,,,,,,
17.0,MIA,WR,C.Tankersley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,DEF,R.Hatley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,BUF,WR,E.Yarbrough,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,WR,Z.Sterup,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIA,WR,D.Smith,,,,,,,,,,0.0,,,0.0,3.0,,27.0,,0.0,,,,,,,,,,
17.0,MIA,CB,B.McCain,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,,K.Forbath,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,,
17.0,MIN,SAF,J.Kearse,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,WR,T.Cohen,,,,,,,,,,0.0,,,0.0,6.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
17.0,MIN,SS,A.Sendejo,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,DEF,B.Gedeon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,RB,Jo.Howard,,,,,,,,,,0.0,,,0.0,1.0,9.0,5.0,0.0,0.0,0.0,,,,,,,,,
17.0,CHI,QB,M.Trubisky,,,,,,,,,,0.0,,,,,2.0,,0.0,,0.0,178.0,0.0,0.0,0.0,,,,,
17.0,MIN,FS,H.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,OLB,A.Barr,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,MLB,E.Kendricks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,ILB,N.Kwiatkoski,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,CB,M.Sherels,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,P,P.O'Donnell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,OLB,L.Houston,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,NT,E.Goldman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,RB,J.McKinnon,,,,,,,,,,0.0,,,,,44.0,,0.0,,0.0,,,,,,,,,
17.0,CHI,DT,J.Bullard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,DEF,E.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,RB,L.Murray,,,,,,,,,,0.0,,,0.0,1.0,111.0,3.0,2.0,0.0,0.0,,,,,,,,,
17.0,MIN,WR,S.Diggs,,,,,,,,,,0.0,,,1.0,6.0,-8.0,65.0,0.0,0.0,0.0,,,,,,,,,
17.0,MIN,QB,C.Keenum,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,189.0,1.0,0.0,0.0,,,,,
17.0,CHI,FS,A.Amos,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,DEF,R.Robertson-Harris,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,SS,A.Harris,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,CB,T.Newman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,WR,K.Wright,,,,,,,,,,0.0,,,0.0,5.0,,29.0,,0.0,,,,,,,,,,
17.0,CHI,WR,J.Bellamy,,,,,,,,,,0.0,,,0.0,1.0,6.0,30.0,0.0,0.0,0.0,,,,,,,,,
17.0,MIN,TE,D.Morgan,,,,,,,,,,0.0,,,0.0,3.0,,35.0,,0.0,,,,,,,,,,
17.0,CHI,CB,B.Callahan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,LB,D.Trevathan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,WR,A.Thielen,,,,,,,,,,0.0,,,0.0,6.0,,61.0,,0.0,,,,,,,,,,
17.0,CHI,DB,P.Amukamara,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,,R.Quigley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,CB,X.Rhodes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,WR,D.Inman,,,,,,,,,,0.0,,,0.0,5.0,,94.0,,0.0,,,,,,,,,,
17.0,MIN,DT,L.Joseph,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,FB,M.Burton,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
17.0,CHI,ILB,C.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,WR,C.Ham,,,,,,,,,,0.0,,,0.0,1.0,,6.0,,0.0,,,,,,,,,,
17.0,CHI,DB,M.Cooper Sr.,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,OLB,S.Acho,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,DE,A.Hicks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,WR,M.Wheaton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,CB,T.Waynes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,DT,T.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,CB,M.Alexander,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,OLB,J.Anderson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,K,M.Nugent,,,,,,,,,,0.0,55.0,1.0,,,,,,,,,,,,,,,,
17.0,CHI,CB,S.McManis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,WR,L.Treadwell,,,,,,,,,,0.0,,,0.0,3.0,,16.0,,0.0,,,,,,,,,,
17.0,MIN,DE,D.Hunter,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,RB,B.Cunningham,,,,,,,,,,0.0,,,0.0,1.0,,6.0,,0.0,,,,,,,,,,
17.0,MIN,OT,J.Sirles,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,TE,K.Rudolph,,,,,,,,,,0.0,,,0.0,1.0,,3.0,,0.0,,,,,,,,,,
17.0,MIN,WR,M.Floyd,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,,D.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,CB,K.Fuller,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,C,J.Berger,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,DT,J.Jenkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,T,C.Leno Jr.,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,,J.Timu,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,DE,B.Robison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,DE,E.Griffen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,MIN,WR,R.Hill,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,OT,B.Sowell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,CHI,TE,D.Sims,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,K,C.Catanzaro,,,,,,,,,,0.0,83.0,0.0,,,,,,,,,,,,,,,,
17.0,NE,RB,D.Lewis,,,,,,,,,,0.0,,,1.0,6.0,93.0,40.0,1.0,0.0,0.0,,,,,,,,,
17.0,NYJ,CB,M.Claiborne,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,LB,D.Davis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,QB,T.Brady,,,,,,,,,,0.0,,,,,,,,,,190.0,2.0,0.0,0.0,,,,,
17.0,NE,FB,J.Develin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,WR,D.Amendola,,,,,,,,,,0.0,,,0.0,4.0,,43.0,,0.0,,,,,,,,,,
17.0,NYJ,CB,J.Burris,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,OLB,J.Jenkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,LB,J.Martin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,DEF,Ja.Adams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,DEF,M.Maye,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,WR,B.Cooks,,,,,,,,,,0.0,,,1.0,5.0,8.0,79.0,0.0,0.0,0.0,,,,,,,,,
17.0,NYJ,DB,B.Skrine,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,K,S.Gostkowski,,,,,,,,,,0.0,21.0,3.0,,,,,,,,,,,,,,,,
17.0,NYJ,WR,J.Natson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,CB,J.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,T,D.Dozier,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,DE,L.Guy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,RB,B.Powell,,,,,,,,,,0.0,,,0.0,1.0,46.0,10.0,0.0,0.0,0.0,,,,,,,,,
17.0,NE,DE,T.Flowers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,FS,D.McCourty,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,DEF,T.Hennessy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,P,L.Edwards,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,DT,S.McLendon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,OLB,D.Bass,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,P,R.Allen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,QB,B.Petty,,,,,,,,,,0.0,,,,,-1.0,,0.0,,0.0,232.0,0.0,0.0,0.0,0.0,,,,
17.0,NE,SS,P.Chung,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,WR,J.Kearse,,,,,,,,,,0.0,,,0.0,5.0,,59.0,,0.0,,,,,,,,,,
17.0,NE,CB,M.Butler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,TE,N.Sterling,,,,,,,,,,0.0,,,0.0,5.0,,74.0,,0.0,,,,,,,,,,
17.0,NYJ,WR,E.McGuire,,,,,,,,,,0.0,,,0.0,3.0,-6.0,16.0,0.0,0.0,0.0,,,,,,,,,
17.0,NE,ILB,E.Roberts,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,OLB,J.Harrison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,DT,L.Williams,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,RB,B.Bolden,,,,,,,,,,0.0,,,0.0,1.0,46.0,7.0,0.0,0.0,0.0,,,,,,,,,
17.0,NE,OLB,M.Flowers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,DT,M.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,WR,K.Britt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,DL,X.Cooper,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,SS,R.Miles,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,WR,P.Dorsett,,,,,,,,,,0.0,,,0.0,3.0,,26.0,,0.0,,,,,,,,,,
17.0,NYJ,DE,M.Pennel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,DE,O.Gwacham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,OLB,D.Lee,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,LB,N.Grigsby,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,WR,R.Anderson,,,,,,,,,,0.0,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,
17.0,NE,DE,R.Jean Francois,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,WR,E.Tomlinson,,,,,,,,,,0.0,,,0.0,2.0,,10.0,,0.0,,,,,,,,,,
17.0,NE,CB,S.Gilmore,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,WR,C.Hansen,,,,,,,,,,0.0,,,0.0,1.0,,15.0,,0.0,,,,,,,,,,
17.0,NE,WR,J.Hollister,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,DB,J.Bademosi,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,WR,J.Clark,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,WR,M.Slater,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,TE,D.Allen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NYJ,WR,A.Stewart,,,,,,,,,,0.0,,,0.0,1.0,,46.0,,0.0,,,,,,,,,,
17.0,NE,DEF,D.Wise,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
17.0,NE,DEF,E.Lee,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,
